认证主体名称,认证产品,颁证日期,截至日期
北京军兴广达农产品产销专业合作社,草莓,29/12/2022 00:00:00,28/12/2025 00:00:00
北京通农种业有限责任公司,韭菜,29/12/2022 00:00:00,28/12/2025 00:00:00
北京双塔绿谷农业有限公司,生菜,23/12/2020 00:00:00,22/12/2023 00:00:00
北京三元农业有限公司,番茄,17/12/2022 00:00:00,16/12/2025 00:00:00
北京谷新投资管理有限公司,西瓜,11/8/2021 00:00:00,10/8/2024 00:00:00
北京本忠盛达种植专业合作社,辣椒,13/10/2023 00:00:00,12/10/2026 00:00:00
北京华莹农业有限公司,草莓,23/12/2021 00:00:00,22/12/2024 00:00:00
北京康顺达农业科技有限公司,番茄,13/10/2020 00:00:00,12/10/2023 00:00:00
北京兄弟新贵种植专业合作社,生菜,17/1/2022 00:00:00,16/1/2025 00:00:00
北京金宏帝怡园农业开发有限公司,茄子,8/8/2023 00:00:00,7/8/2026 00:00:00
北京中农富通园艺有限公司,结球甘蓝,21/12/2020 00:00:00,20/12/2023 00:00:00
北京通农种业有限责任公司,油菜,29/12/2022 00:00:00,28/12/2025 00:00:00
北京通农种业有限责任公司,蒿子秆,29/12/2022 00:00:00,28/12/2025 00:00:00
北京南套里蔬菜种植专业合作社,番茄,22/10/2021 00:00:00,21/10/2024 00:00:00
北京纯然生态科技有限公司,芹菜,18/7/2022 00:00:00,17/7/2025 00:00:00
北京双塔绿谷农业有限公司,豆角,23/12/2020 00:00:00,22/12/2023 00:00:00
北京中农富通园艺有限公司,茄子,21/12/2020 00:00:00,20/12/2023 00:00:00
北京金惠农农业专业合作社,番茄,28/12/2021 00:00:00,27/12/2024 00:00:00
北京华山天甲农林技术中心,苹果,9/8/2023 00:00:00,8/8/2026 00:00:00
北京南山鑫农蔬菜种植专业合作社,番茄,23/12/2021 00:00:00,22/12/2024 00:00:00
北京通农种业有限责任公司,小白菜,29/12/2022 00:00:00,28/12/2025 00:00:00
北京三元食品股份有限公司,极致A2β-酪蛋白鲜牛奶,4/8/2023 00:00:00,3/8/2026 00:00:00
北京龙湾巧嫂果品产销专业合作社,精品苹果,22/7/2023 00:00:00,21/7/2026 00:00:00
仲元（北京）绿色农业技术开发有限公司,黄瓜,28/1/2023 00:00:00,27/1/2026 00:00:00
北京德润通农业科技发展有限公司,老手艺红薯粉条,6/6/2022 00:00:00,5/6/2025 00:00:00
北京静云笛声旅游开发有限公司,尖椒,29/12/2021 00:00:00,28/12/2024 00:00:00
北京市流村田园盛业农业专业合作社,黄花菜（干）,25/7/2022 00:00:00,24/7/2025 00:00:00
北京欣宝莱科技有限公司,草莓,29/12/2022 00:00:00,28/12/2025 00:00:00
仲元（北京）绿色农业技术开发有限公司,芹菜,28/1/2023 00:00:00,27/1/2026 00:00:00
北京圣泉农业专业合作社 ,生菜,6/12/2022 00:00:00,5/12/2025 00:00:00
北京德润通农业科技发展有限公司,京一根湿粉条,6/6/2022 00:00:00,5/6/2025 00:00:00
北京金宏帝怡园农业开发有限公司,大白菜,8/8/2023 00:00:00,7/8/2026 00:00:00
北京谷新投资管理有限公司,甜椒,11/8/2021 00:00:00,10/8/2024 00:00:00
北京大唐庄园饮品有限公司,饮用天然泉水,16/3/2022 00:00:00,15/3/2025 00:00:00
北京绿奥蔬菜合作社,茴香,3/9/2022 00:00:00,2/9/2025 00:00:00
北京京林绿色科技有限公司,番茄,31/12/2021 00:00:00,30/12/2024 00:00:00
北京东升跃阳农业生态观光园,葡萄,29/12/2022 00:00:00,28/12/2025 00:00:00
北京庞各庄乐平农产品产销有限公司,大兴西瓜,22/11/2022 00:00:00,21/11/2025 00:00:00
北京宏杰农业有限公司,芹菜,29/12/2022 00:00:00,28/12/2025 00:00:00
北京王木营蔬菜种植专业合作社,番茄,26/7/2021 00:00:00,25/7/2024 00:00:00
北京御樽庄园农业生态科技专业合作社,酵素草莓,28/12/2021 00:00:00,27/12/2024 00:00:00
北京鸿才三叶种植专业合作社,瓠瓜,24/6/2021 00:00:00,23/6/2024 00:00:00
北京通农种业有限责任公司,辣椒,29/12/2022 00:00:00,28/12/2025 00:00:00
北京双塔绿谷农业有限公司,番茄,23/12/2020 00:00:00,22/12/2023 00:00:00
