​行政相对人名称,统一社会信用代码,行政许可决定文书名称,行政许可决定文书号,许可证书名称,许可编号,许可内容,许可决定日期,有效期自,有效期至,许可机关
北京怀山麓璟酒店有限公司 ,91110116MA7JQAKK7X,准予行政许可决定书,怀卫环许决字[2024]173号,卫生许可证,怀卫环监字[2024]第159号  ,新办公共场所住宿卫生许可,2024-05-30 00:00:00,2024-05-30 00:00:00,2028-05-29 00:00:00,北京市怀柔区卫生健康委员会
北京梵悦美容中心(个体工商户) ,92110116MADH867A2P,准予行政许可决定书,怀卫环许决字[2024]174号,卫生许可证,怀卫环监字[2024]第160号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-30 00:00:00,2024-05-30 00:00:00,2028-05-29 00:00:00,北京市怀柔区卫生健康委员会
北京长园虹鳟鱼养殖有限公司 ,91110116700268235L,准予行政许可决定书,怀卫水许决字[2024]020号,卫生许可证,怀卫水监字[2024]第020号  ,新办农村自建设施供水卫生许可,2024-05-31 00:00:00,2024-05-31 00:00:00,2028-05-30 00:00:00,北京市怀柔区卫生健康委员会
北京荣献农家院餐厅,92110116MA011ATEX8,准予行政许可决定书,怀卫环许决字[2024]175号,卫生许可证,怀卫环监字[2024]第161号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-03 00:00:00,2024-06-03 00:00:00,2026-06-02 00:00:00,北京市怀柔区卫生健康委员会
满金窝(北京)文化旅游有限公司 ,91110116MADLAGTE7R,准予行政许可决定书,怀卫环许决字[2024]176号,卫生许可证,怀卫环监字[2024]第162号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-03 00:00:00,2024-06-03 00:00:00,2026-06-02 00:00:00,北京市怀柔区卫生健康委员会
北京吉宏正达快捷酒店有限公司怀柔分公司,91110116MA0021C826,准予延续/变更行政许可决定书,怀卫环许决字[2024]177号,卫生许可证,怀卫环监字[2020]第060号  ,延续公共场所住宿卫生许可,2024-06-04 00:00:00,2024-06-04 00:00:00,2026-06-03 00:00:00,北京市怀柔区卫生健康委员会
北京玉兴红利得商贸有限公司 ,92110116L254306757,准予行政许可决定书,怀卫环许决字[2024]178号,卫生许可证,怀卫环监字[2024]第163号  ,新办公共场所住宿卫生许可,2024-06-04 00:00:00,2024-06-04 00:00:00,2026-06-03 00:00:00,北京市怀柔区卫生健康委员会
北京鑫媛美发中心(个体工商户) ,92110116MADGHLFY9P,准予行政许可决定书,怀卫环许决字[2024]179号,卫生许可证,怀卫环监字[2024]第164号  ,新办公共场所理发卫生许可,2024-06-04 00:00:00,2024-06-04 00:00:00,2026-06-03 00:00:00,北京市怀柔区卫生健康委员会
北京健永中医医院有限公司,91110116MA7NC0HC21,准予行政许可决定书,京怀卫放许决字[2024]020号,放射诊疗 许可证,京卫放证字[2024]第1600046号,设置X射线影像诊断（含CT）***放射诊疗许可,2024-06-06 00:00:00,2024-06-06 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京碧云蓝山酒店有限公司,91110116MA7D8CKC30,准予延续/变更行政许可决定书,怀卫环许决字[2024]180号,卫生许可证,怀卫环监字[2024]第165号  ,变更公共场所住宿卫生许可,2024-06-07 00:00:00,2024-06-07 00:00:00,2027-08-14 00:00:00,北京市怀柔区卫生健康委员会
北京京怀中医医院有限公司 ,91110116MA020Y9J4W,准予延续/变更行政许可决定书,京怀卫放许决字[2024]021号,放射诊疗许可证,京卫放证字[2023]第1600043号,变更X射线影像诊断（不含CT）***放射诊疗许可,2024-06-11 00:00:00,2024-06-11 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京尚品雪漫美容中心(个体工商户) ,92110116MADJUNJ56N,准予行政许可决定书,怀卫环许决字[2024]181号,卫生许可证,怀卫环监字[2024]第166号  ,新办公共场所美容（非医疗美容）卫生许可,2024-06-11 00:00:00,2024-06-11 00:00:00,2028-06-10 00:00:00,北京市怀柔区卫生健康委员会
北京遇合民宿中心(个体工商户) ,92110116MADKQ8FY6M,准予行政许可决定书,怀卫环许决字[2024]182号,卫生许可证,怀卫环监字[2024]第167号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-11 00:00:00,2024-06-11 00:00:00,2028-06-10 00:00:00,北京市怀柔区卫生健康委员会
北京文杰农家院旅店(个体工商户) ,92110116MA00MLMG54,准予延续/变更行政许可决定书,怀卫环许决字[2024]183号,卫生许可证,怀卫环监字[2024]第168号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-06-11 00:00:00,2024-06-11 00:00:00,2026-07-24 00:00:00,北京市怀柔区卫生健康委员会
北京水畔乡居旅店 ,92110116MA01W5WU5K,准予行政许可决定书,怀卫环许决字[2024]184号,卫生许可证,怀卫环监字[2024]第169号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-12 00:00:00,2024-06-12 00:00:00,2028-06-11 00:00:00,北京市怀柔区卫生健康委员会
北京杰少梦洋理发店,92110116MA00H5AQXW,准予延续/变更行政许可决定书,怀卫环许决字[2024]185号,卫生许可证,怀卫环监字[2020]第059号  ,延续公共场所理发卫生许可,2024-06-12 00:00:00,2024-06-12 00:00:00,2028-06-11 00:00:00,北京市怀柔区卫生健康委员会
北京燕喜泉舍民俗餐厅,92110116MA01R14U9K,准予延续/变更行政许可决定书,怀卫环许决字[2024]186号,卫生许可证,怀卫环监字[2024]第170号  ,变更公共场所住宿卫生许可,2024-06-12 00:00:00,2024-06-12 00:00:00,2025-04-18 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区渤海镇中心幼儿园,12110227051441009Y,准予延续/变更行政许可决定书,怀卫水许决字[2024]021号,卫生许可证,怀卫水监字[2024]第021号  ,变更自备水源供水卫生许可,2024-06-12 00:00:00,2024-06-12 00:00:00,2024-06-28 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区渤海镇中心幼儿园,12110227051441009Y,准予延续/变更行政许可决定书,怀卫水许决字[2024]022号,卫生许可证,怀卫水监字[2024]第022号  ,延续自备水源供水卫生许可,2024-06-12 00:00:00,2024-06-12 00:00:00,2028-06-11 00:00:00,北京市怀柔区卫生健康委员会
北京观山峪民宿中心 ,92110116MACFKKQA33,准予行政许可决定书,怀卫环许决字[2024]187号,卫生许可证,怀卫环监字[2024]第171号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-13 00:00:00,2024-06-13 00:00:00,2028-06-12 00:00:00,北京市怀柔区卫生健康委员会
东方古月（北京）酒店管理有限公司,91110116MA01KLYE5B,准予延续/变更行政许可决定书,怀卫环许决字[2024]188号,卫生许可证,怀卫环监字[2024]第172号  ,变更公共场所住宿卫生许可,2024-06-13 00:00:00,2024-06-13 00:00:00,2028-06-12 00:00:00,北京市怀柔区卫生健康委员会
北京山风里予民宿中心(个体工商户) ,92110116MADLJ3XF4F,准予行政许可决定书,怀卫环许决字[2024]189号,卫生许可证,怀卫环监字[2024]第173号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-14 00:00:00,2024-06-14 00:00:00,2028-06-13 00:00:00,北京市怀柔区卫生健康委员会
北京森淼聚汇餐饮有限公司,91110116MA7D8TYD71,准予行政许可决定书,怀卫环许决字[2024]190号,卫生许可证,怀卫环监字[2024]第174号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-17 00:00:00,2024-06-17 00:00:00,2028-06-16 00:00:00,北京市怀柔区卫生健康委员会
北京恒与恒多科技发展有限公司 ,91110105MA01QN811U,准予行政许可决定书,怀卫环许决字[2024]191号,卫生许可证,怀卫环监字[2024]第175号  ,新办公共场所住宿卫生许可,2024-06-18 00:00:00,2024-06-18 00:00:00,2028-06-17 00:00:00,北京市怀柔区卫生健康委员会
北京清雅坊美容中心(个体工商户) ,92110116MADKT9WM5R,准予行政许可决定书,怀卫环许决字[2024]192号,卫生许可证,怀卫环监字[2024]第176号  ,新办公共场所美容（非医疗美容）卫生许可,2024-06-18 00:00:00,2024-06-18 00:00:00,2028-06-17 00:00:00,北京市怀柔区卫生健康委员会
北京手意人美容美体有限公司 ,91110116MAC7LMX0XA,准予行政许可决定书,怀卫环许决字[2024]193号,卫生许可证,怀卫环监字[2024]第177号  ,新办公共场所美容（非医疗美容）卫生许可,2024-06-18 00:00:00,2024-06-18 00:00:00,2028-06-17 00:00:00,北京市怀柔区卫生健康委员会
北京清南时代科技有限公司,91110116MA7DR6HX3E,行政许可注销决定书,怀卫环许销字[2024]009号,卫生许可证,怀卫环监字[2023]第308号  ,注销公共场所美容（非医疗美容）卫生许可,2024-06-18 00:00:00,2024-06-18 00:00:00,2028-06-17 00:00:00,北京市怀柔区卫生健康委员会
北京七彩兰美容美体有限公司 ,91110116MACXBNK76U,行政许可注销决定书,怀卫环许销字[2024]010号,卫生许可证,怀卫环监字[2023]第622号  ,注销公共场所美容（非医疗美容）卫生许可,2024-06-18 00:00:00,2024-06-18 00:00:00,2028-06-17 00:00:00,北京市怀柔区卫生健康委员会
北京彩华宇制衣厂,92110116MA00T1QM3H,准予延续/变更行政许可决定书,怀卫环许决字[2024]194号,卫生许可证,怀卫环监字[2020]第063号  ,延续公共场所理发卫生许可,2024-06-19 00:00:00,2024-06-19 00:00:00,2028-06-18 00:00:00,北京市怀柔区卫生健康委员会
北京北房千里缘商店,92110116MA00R06B2Y,准予延续/变更行政许可决定书,怀卫环许决字[2024]195号,卫生许可证,怀卫环监字[2020]第064号  ,延续公共场所理发卫生许可,2024-06-19 00:00:00,2024-06-19 00:00:00,2028-06-18 00:00:00,北京市怀柔区卫生健康委员会
北京雅菲飘发商店 ,92110116MA00XMNG4U,准予行政许可决定书,怀卫环许决字[2024]196号,卫生许可证,怀卫环监字[2024]第178号  ,新办公共场所理发卫生许可,2024-06-19 00:00:00,2024-06-19 00:00:00,2028-06-18 00:00:00,北京市怀柔区卫生健康委员会
北京怀鲁瑞祥餐厅,92110116MA01LMDN3Q,准予延续/变更行政许可决定书,怀卫环许决字[2024]197号,卫生许可证,怀卫环监字[2020]第071号  ,延续公共场所理发卫生许可,2024-06-20 00:00:00,2024-06-20 00:00:00,2028-06-19 00:00:00,北京市怀柔区卫生健康委员会
北京点翠客栈,92110116MA04D4FG97,准予延续/变更行政许可决定书,怀卫环许决字[2024]198号,卫生许可证,怀卫环监字[2024]第179号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-06-21 00:00:00,2024-06-21 00:00:00,2026-01-23 00:00:00,北京市怀柔区卫生健康委员会
北京福喜山旅游文化发展有限公司 ,91110116MA01DQ00XB,准予延续/变更行政许可决定书,怀卫环许决字[2024]199号,卫生许可证,怀卫环监字[2024]第180号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-06-21 00:00:00,2024-06-21 00:00:00,2025-03-17 00:00:00,北京市怀柔区卫生健康委员会
北京醉享人生民宿中心(个体工商户),92110116MAD4BXAT5E,准予行政许可决定书,怀卫环许决字[2024]200号,卫生许可证,怀卫环监字[2024]第181号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-24 00:00:00,2024-06-24 00:00:00,2028-06-23 00:00:00,北京市怀柔区卫生健康委员会
北京固成名峻商贸有限公司 ,91110116769907744F,准予行政许可决定书,怀卫环许决字[2024]201号,卫生许可证,怀卫环监字[2024]第182号  ,新办公共场所美容（非医疗美容）卫生许可,2024-06-24 00:00:00,2024-06-24 00:00:00,2028-06-23 00:00:00,北京市怀柔区卫生健康委员会
北京神堂峪山野度假村有限公司,91110116754699233A,准予延续/变更行政许可决定书,怀卫水许决字[2024]023号,卫生许可证,怀卫水监字[2024]第023号  ,延续自备水源供水卫生许可,2024-06-25 00:00:00,2024-06-25 00:00:00,2028-06-24 00:00:00,北京市怀柔区卫生健康委员会
北京童牛民宿有限公司,91110116MA04D02C2R,准予延续/变更行政许可决定书,怀卫环许决字[2024]202号,卫生许可证,怀卫环监字[2024]第183号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-06-25 00:00:00,2024-06-25 00:00:00,2026-04-24 00:00:00,北京市怀柔区卫生健康委员会
北京纯圣恒信科技有限公司益源口腔诊所,91110116579044749C,准予延续/变更行政许可决定书,京怀卫放许决字[2024]022号,放射诊疗许可证,京卫放证字[2017]第1600030号,校验X射线影像诊断（不含CT）***放射诊疗许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
国药健康养老有限公司怀远康养分公司,91110116MACQM98AXA,准予延续/变更行政许可决定书,怀卫环许决字[2024]203号,卫生许可证,怀卫环监字[2024]第184号  ,变更公共场所住宿卫生许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2027-08-31 00:00:00,北京市怀柔区卫生健康委员会
北京亲然亲子客栈 ,92110116MA01T14Q72,准予行政许可决定书,怀卫环许决字[2024]204号,卫生许可证,怀卫环监字[2024]第185号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2028-06-25 00:00:00,北京市怀柔区卫生健康委员会
北京亲然大山酒店管理有限公司 ,91110116MABM0UU936,准予行政许可决定书,怀卫环许决字[2024]205号,卫生许可证,怀卫环监字[2024]第186号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2028-06-25 00:00:00,北京市怀柔区卫生健康委员会
北京蔡凤芝民俗餐厅 ,92110116MA017F568A,准予行政许可决定书,怀卫环许决字[2024]206号,卫生许可证,怀卫环监字[2024]第187号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2028-06-25 00:00:00,北京市怀柔区卫生健康委员会
北京享自在乡村民宿店 ,92110116MAC93HKW92,准予行政许可决定书,怀卫环许决字[2024]207号,卫生许可证,怀卫环监字[2024]第188号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-06-26 00:00:00,2024-06-26 00:00:00,2028-06-25 00:00:00,北京市怀柔区卫生健康委员会
北京时尚尖端美容美发中心 ,9111011676296296X9,准予行政许可决定书,怀卫环许决字[2024]208号,卫生许可证,怀卫环监字[2024]第189号  ,新办公共场所理发、美容（非医疗美容）卫生许可,2024-06-27 00:00:00,2024-06-27 00:00:00,2028-06-26 00:00:00,北京市怀柔区卫生健康委员会
北京紫越美容中心,92110116MACUD64K2A,准予行政许可决定书,怀卫环许决字[2024]209号,卫生许可证,怀卫环监字[2024]第190号  ,变更公共场所美容（非医疗美容）卫生许可,2024-06-27 00:00:00,2024-06-27 00:00:00,2027-10-18 00:00:00,北京市怀柔区卫生健康委员会
北京仙翁度假村有限公司,91110116L22190020P,准予延续/变更行政许可决定书,怀卫水许决字[2024]024号,卫生许可证,怀卫水监字[2024]第024号  ,延续自备水源供水卫生许可,2024-06-28 00:00:00,2024-06-28 00:00:00,2028-06-27 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区怀北镇东庄村村民委员会,54110116802607533N,准予延续/变更行政许可决定书,怀卫水许决字[2024]025号,卫生许可证,怀卫水监字[2024]第025号  ,延续农村集中式供水卫生许可,2024-06-28 00:00:00,2024-06-28 00:00:00,2028-06-27 00:00:00,北京市怀柔区卫生健康委员会
" 北京市怀柔区怀北镇龙各庄村村民委员会 
 ",54110116743313307T,准予延续/变更行政许可决定书,怀卫水许决字[2024]026号,卫生许可证,怀卫水监字[2024]第026号  ,延续农村集中式供水卫生许可,2024-06-28 00:00:00,2024-06-28 00:00:00,2028-06-27 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区怀北镇河防口村村民委员会,54110116A0301286XC,准予延续/变更行政许可决定书,怀卫水许决字[2024]027号,卫生许可证,怀卫水监字[2024]第027号  ,延续农村集中式供水卫生许可,2024-06-28 00:00:00,2024-06-28 00:00:00,2028-06-27 00:00:00,北京市怀柔区卫生健康委员会
