获奖年度,获奖奖种,获奖编号,获奖项目名称,项目完成单位
2020,技术发明奖,2020-F03-2-02,航空发动机叶片自适应精密加工关键技术与应用,北京机电院机床有限公司
2020,技术发明奖,2020-F05-1-01,复杂口腔修复体的人工智能设计与精准仿生制造,无
2020,科学技术进步奖,2020-J12-2-04,北京山区水资源保护植被生态调控技术,无
2020,科学技术进步奖,2020-J13-2-01,数字球幕影片《天上的宫殿》,无
2020,科学技术进步奖,2020-J11-2-04,大数据驱动下的多方式公共交通协同优化关键技术研究及应用,北京市交通运行监测调度中心
2020,科学技术进步奖,2020-J04-1-04,深海深层油气高效钻井液关键技术及工业化应用,无
2020,科学技术进步奖,2020-J09-1-03,大型核电站核安全级数字化控制保护系统研制及产业化,无
2020,科学技术进步奖,2020-J03-1-02,高品质管材用钢洁净冶炼技术及应用,北京科技大学
2020,科学技术进步奖,2020-J02-2-13,多情景跨领域中文文本智能校对关键技术及应用,无
2020,科学技术进步奖,2020-J09-2-04,复杂环境下低成本高可靠性2.X MW风电叶片关键技术研究及产业化,无
2020,科学技术进步奖,2020-J03-1-01,高安全性车身结构用钢制造及应用关键技术集成与创新,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,自然科学奖,2020-Z04-1-01,寨卡病毒暴发与致病机制研究,无
2020,科学技术进步奖,2020-J04-1-03,复杂环境地下工程安全控制爆破理论和关键技术研究与应用,北京中大爆破工程有限公司
2020,科学技术进步奖,2020-J09-2-02,智能电能表及其核心元器件质量一致性关键技术与产业化应用,无
2020,自然科学奖,2020-Z04-2-02,我国汉族人群药物代谢酶P450遗传多态性及变异体的酶学活性研究,无
2020,科学技术进步奖,2020-J06-2-06,潜伏性结核感染与活动性结核病诊断和预防新体系创建及推广,无
2020,科学技术进步奖,2020-J09-1-03,大型核电站核安全级数字化控制保护系统研制及产业化,无
2020,科学技术进步奖,2020-J02-2-05,桥梁混凝土结构风险感知与智能评估关键技术研究与应用,无
2020,自然科学奖,2020-Z02-2-02,离散时间新型自适应估计、滤波与控制,北京理工大学
2020,科学技术进步奖,2020-J02-2-15,大规模人工智能数据柔性生产关键技术及应用,无
2020,技术发明奖,2020-F03-2-02,航空发动机叶片自适应精密加工关键技术与应用,无
2020,科学技术进步奖,2020-J10-2-06,市政埋地管网轨道交通杂散电流干扰防控关键技术研究与应用,无
2020,科学技术进步奖,2020-J01-2-05,工业级电力通信核心芯片关键技术及规模化应用,无
2020,科学技术进步奖,2020-J12-2-01,畜禽养殖物联网关键技术和智能装备创制与应用,北京农业信息技术研究中心
2020,科学技术进步奖,2020-J01-2-05,工业级电力通信核心芯片关键技术及规模化应用,无
2020,科学技术进步奖,2020-J09-2-04,复杂环境下低成本高可靠性2.X MW风电叶片关键技术研究及产业化,无
2020,科学技术进步奖,2020-J02-2-05,桥梁混凝土结构风险感知与智能评估关键技术研究与应用,无
2020,科学技术进步奖,2020-J03-1-02,高品质管材用钢洁净冶炼技术及应用,无
2020,自然科学奖,2020-Z03-2-02,多硫基主客体复合吸附剂的构筑及用于海水提铀和重金属高效捕获,无
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,无
2020,技术发明奖,2020-F05-1-01,复杂口腔修复体的人工智能设计与精准仿生制造,北京巴登技术有限公司
2020,科学技术进步奖,2020-J06-1-04,阿尔茨海默病及相关痴呆的发生与早期诊治,中国科学院生物物理研究所
2020,技术发明奖,2020-F01-2-01,智能化软件开发关键技术-需求知识建模与代码自动推荐研究与应用,北京理工大学
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,无
2020,科学技术进步奖,2020-J02-1-03,工业物联网时序数据库管理系统关键技术及应用,无
2020,技术发明奖,2020-F04-1-01,高水压越江海大直径盾构隧道开挖面稳定控制关键技术研究及应用,中铁十四局集团有限公司
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,无
2020,科学技术进步奖,2020-J12-2-02,全生物降解地膜产品研发与应用,金发科技股份有限公司
2020,自然科学奖,2020-Z05-2-06,城市多模式交通网络运行态势计算与预测研究,无
2020,科学技术进步奖,2020-J02-2-07,银行分布式核心与直销银行云服务研发及应用,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,上海朗绿建筑科技股份有限公司
2020,科学技术进步奖,2020-J06-1-05,基于人工智能和机器人技术的神经外科手术体系研究及临床应用,首都医科大学宣武医院
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,无
2020,自然科学奖,2020-Z02-1-01,脑网络组图谱绘制和验证及其应用研究,无
2020,自然科学奖,2020-Z02-2-07,基于激光与物质非线性相互作用的新型激光加工方法,无
2020,技术发明奖,2020-F01-2-01,智能化软件开发关键技术-需求知识建模与代码自动推荐研究与应用,无
2020,自然科学奖,2020-Z05-2-07,空间机器人全局刚柔耦合动力学理论与控制方法,无
2020,科学技术进步奖,2020-J01-1-01,12英寸先进集成电路制程电感耦合等离子刻蚀机研发及产业化,无
2020,科学技术进步奖,2020-J09-2-06,高性能高压自起动和高功率密度的永磁电动机热控制关键技术及应用,无
2020,自然科学奖,2020-Z03-1-01,有机和碳材料中电荷输运的理论研究,首都师范大学
2020,科学技术进步奖,2020-J11-2-02,高铁动车组车轮无损检测关键技术研究及应用,无
2020,自然科学奖,2020-Z02-2-03,氧化镓外延薄膜及深紫外传感器件基础研究,无
2020,科学技术进步奖,2020-J02-2-16,面向骨干网的异常流量多维治理技术研发及应用,中国移动通信集团北京有限公司
2020,科学技术进步奖,2020-J10-2-02,地铁车站PBA法暗挖建造技术与应用,无
2020,科学技术进步奖,2020-J04-2-01,城市黑臭水体大范围遥感监测关键技术及应用,无
2020,科学技术进步奖,2020-J02-1-02,神经网络机器翻译核心技术及产业化,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,无
2020,科学技术进步奖,2020-J10-2-03,全生命周期建筑信息物理融合系统关键技术研究及应用,北京城建集团有限责任公司
2020,科学技术进步奖,2020-J04-2-04,风云二号系列气象卫星红外多模态定标关键技术及应用,清华大学
2020,科学技术进步奖,2020-J06-2-03,儿童重大恶性实体肿瘤综合诊疗体系建立,无
2020,科学技术进步奖,2020-J06-2-06,潜伏性结核感染与活动性结核病诊断和预防新体系创建及推广,无
2020,自然科学奖,2020-Z02-2-02,离散时间新型自适应估计、滤波与控制,无
2020,科学技术进步奖,2020-J01-1-03,三维光显控关键技术创新及应用,无
2020,技术发明奖,2020-F04-2-01,铁路隧道防排水关键技术及工程应用,无
2020,技术发明奖,2020-F06-2-01,泥页岩裂缝动态评价表征关键技术及应用,无
2020,科学技术进步奖,2020-J04-1-04,深海深层油气高效钻井液关键技术及工业化应用,无
2020,科学技术进步奖,2020-J11-1-02,新一代军民通用高端轻型越野汽车研发及产业化,无
2020,技术发明奖,2020-F06-2-01,泥页岩裂缝动态评价表征关键技术及应用,无
2020,技术发明奖,2020-F03-1-01,高电压、高安全锂二次电池先进功能材料技术及应用,北京理工大学
2020,技术发明奖,2020-F03-2-01,重型起重机械用高性能钢研制及应用关键技术开发,无
2020,自然科学奖,2020-Z03-2-01,高比能超级电容器的材料设计与性能调控,无
2020,自然科学奖,2020-Z02-2-03,氧化镓外延薄膜及深紫外传感器件基础研究,无
2020,自然科学奖,2020-Z04-2-04,预警素类细胞因子及固有淋巴样2型细胞在哮喘中的作用和临床研究,无
2020,科学技术进步奖,2020-J09-1-03,大型核电站核安全级数字化控制保护系统研制及产业化,无
2020,科学技术进步奖,2020-J04-2-04,风云二号系列气象卫星红外多模态定标关键技术及应用,无
2020,科学技术进步奖,2020-J03-1-02,高品质管材用钢洁净冶炼技术及应用,唐山首唐宝生功能材料有限公司
2020,科学技术进步奖,2020-J10-2-03,全生命周期建筑信息物理融合系统关键技术研究及应用,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,科学技术进步奖,2020-J05-1-02,大型航天器舱体装调测集成系统关键技术研发及应用,无
2020,科学技术进步奖,2020-J02-2-06,国际贸易单一窗口标准化建设与应用,无
2020,科学技术进步奖,2020-J09-2-01,中深层巨型碳酸盐岩油藏开发关键技术工业化应用及重大成效,广东石油化工学院
2020,科学技术进步奖,2020-J05-2-03,精密塑料制品注射成型关键技术及装备的开发与应用,无
2020,科学技术进步奖,2020-J02-1-04,大型电商物流中心机器人及智能化调度系统研发与应用,无
2020,技术发明奖,2020-F06-2-01,泥页岩裂缝动态评价表征关键技术及应用,中国石化石油勘探开发研究院有限公司
2020,科学技术进步奖,2020-J01-1-03,三维光显控关键技术创新及应用,利亚德光电股份有限公司
2020,科学技术进步奖,2020-J02-2-14,基于深度学习技术的肺癌/肺炎早诊早治的创新体系建设及推广应用 ,无
2020,自然科学奖,2020-Z03-2-01,高比能超级电容器的材料设计与性能调控,无
2020,科学技术进步奖,2020-J12-1-02,西瓜分子育种技术创新与系列新品种选育及推广,无
2020,科学技术进步奖,2020-J09-1-04,光阴极微波电子枪研制及应用,无
2020,科学技术进步奖,2020-J04-1-01,古生代复杂碳酸盐岩油气藏油气成因与成藏富集规律及工业应用,中国石油天然气股份有限公司塔里木油田分公司
2020,科学技术进步奖,2020-J03-2-01,高纯V2O5绿色制造关键技术及产业化,无
2020,科学技术进步奖,2020-J13-1-01,嫦娥探月立体书,无
2020,科学技术进步奖,2020-J04-2-03,北京市大气臭氧污染特征及控制途径研究,北京大学
2020,科学技术进步奖,2020-J04-2-01,城市黑臭水体大范围遥感监测关键技术及应用,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,技术发明奖,2020-F01-2-02,半导体芯片结温与系统热阻构成无损检测关键技术及应用,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,自然科学奖,2020-Z03-2-03,分子固态发光调控的多晶型与共晶组装策略,无
2020,科学技术进步奖,2020-J06-2-02,复杂重症主动脉疾病诊疗关键技术创新及推广应用,无
2020,科学技术进步奖,2020-J12-2-05,环渤海湾地区设施蔬菜小型害虫成灾机理与绿色防控技术研究及应用,北京市农林科学院
2020,科学技术进步奖,2020-J02-1-02,神经网络机器翻译核心技术及产业化,无
2020,科学技术进步奖,2020-J06-2-06,潜伏性结核感染与活动性结核病诊断和预防新体系创建及推广,中国医学科学院北京协和医院
2020,科学技术进步奖,2020-J02-1-01,开放环境下数字伪造内容检测关键技术与服务平台建设,杭州中科睿鉴科技有限公司
2020,科学技术进步奖,2020-J02-1-04,大型电商物流中心机器人及智能化调度系统研发与应用,北京京东乾石科技有限公司
2020,科学技术进步奖,2020-J05-2-02,大型石化油气装备全生命周期健康监测与风险管控技术及应用,无
2020,自然科学奖,2020-Z03-2-04,先进电池材料微区结构调控与性能优化,无
2020,科学技术进步奖,2020-J12-1-02,西瓜分子育种技术创新与系列新品种选育及推广,无
2020,科学技术进步奖,2020-J09-2-02,智能电能表及其核心元器件质量一致性关键技术与产业化应用,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,技术发明奖,2020-F03-1-01,高电压、高安全锂二次电池先进功能材料技术及应用,无
2020,科学技术进步奖,2020-J12-1-02,西瓜分子育种技术创新与系列新品种选育及推广,无
2020,科学技术进步奖,2020-J03-2-01,高纯V2O5绿色制造关键技术及产业化,无
2020,科学技术进步奖,2020-J02-2-07,银行分布式核心与直销银行云服务研发及应用,无
2020,科学技术进步奖,2020-J06-1-04,阿尔茨海默病及相关痴呆的发生与早期诊治,无
2020,科学技术进步奖,2020-J04-2-05,非常规油气水平井精细高效压裂关键技术研究及应用,中国石化集团石油工程技术研究院有限公司
2020,科学技术进步奖,2020-J11-2-08,大承载高精度平板式合成孔径雷达天线展开机构关键技术及应用,北京空间飞行器总体设计部
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,清华大学
2020,科学技术进步奖,2020-J04-2-04,风云二号系列气象卫星红外多模态定标关键技术及应用,无
2020,科学技术进步奖,2020-J05-2-04,基于智能化的热轧薄带高强钢轧制稳定性控制技术及工业应用,无
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,无
2020,自然科学奖,2020-Z04-2-05,PCSK9的表达调控与药物影响的基础研究,无
2020,科学技术进步奖,2020-J02-2-01,可编程逻辑器件软件工程关键技术研究与应用,无
2020,科学技术进步奖,2020-J03-1-01,高安全性车身结构用钢制造及应用关键技术集成与创新,首钢京唐钢铁联合有限责任公司
2020,自然科学奖,2020-Z04-2-02,我国汉族人群药物代谢酶P450遗传多态性及变异体的酶学活性研究,无
2020,科学技术进步奖,2020-J02-2-06,国际贸易单一窗口标准化建设与应用,无
2020,科学技术进步奖,2020-J06-1-01,髋膝关节置换诊疗新技术的建立及推广应用,无
2020,科学技术进步奖,2020-J01-1-01,12英寸先进集成电路制程电感耦合等离子刻蚀机研发及产业化,北京北方华创微电子装备有限公司
2020,科学技术进步奖,2020-J11-1-04,高性能商用车燃料电池系统关键技术及产业化,无
2020,科学技术进步奖,2020-J11-2-09,航天器产品高效一体化空间环境试验关键技术研究及应用,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,科学技术进步奖,2020-J06-1-05,基于人工智能和机器人技术的神经外科手术体系研究及临床应用,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,无
2020,科学技术进步奖,2020-J08-2-01,针灸临床评价体系创建与应用,陕西省中医医院 
2020,科学技术进步奖,2020-J02-2-02,复杂航天产品协同研发平台关键技术及应用,北京电子工程总体研究所
2020,科学技术进步奖,2020-J08-2-01,针灸临床评价体系创建与应用,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,中铁第四勘察设计院集团有限公司
2020,科学技术进步奖,2020-J02-2-12,大规模跨语言代码安全检测技术及应用,航天中认软件测评科技（北京）有限责任公司
2020,科学技术进步奖,2020-J01-2-04,大口径光学非球面制造检测全链路协同关键技术及应用,无
2020,自然科学奖,2020-Z04-2-04,预警素类细胞因子及固有淋巴样2型细胞在哮喘中的作用和临床研究,无
2020,科学技术进步奖,2020-J02-2-14,基于深度学习技术的肺癌/肺炎早诊早治的创新体系建设及推广应用 ,无
2020,科学技术进步奖,2020-J08-2-01,针灸临床评价体系创建与应用,湖北省中医院
2020,科学技术进步奖,2020-J09-1-03,大型核电站核安全级数字化控制保护系统研制及产业化,生态环境部核与辐射安全中心
2020,科学技术进步奖,2020-J01-2-05,工业级电力通信核心芯片关键技术及规模化应用,北京邮电大学
2020,科学技术进步奖,2020-J09-2-02,智能电能表及其核心元器件质量一致性关键技术与产业化应用,北京南都昊诚电源设备有限责任公司
2020,科学技术进步奖,2020-J02-1-04,大型电商物流中心机器人及智能化调度系统研发与应用,无
2020,自然科学奖,2020-Z05-2-06,城市多模式交通网络运行态势计算与预测研究,西南交通大学
2020,科学技术进步奖,2020-J07-1-01,蛋白质科学研究国家重大科技基础设施（北京基地）-凤凰工程,无
2020,科学技术进步奖,2020-J06-2-06,潜伏性结核感染与活动性结核病诊断和预防新体系创建及推广,无
2020,科学技术进步奖,2020-J06-1-01,髋膝关节置换诊疗新技术的建立及推广应用,无
2020,科学技术进步奖,2020-J02-2-01,可编程逻辑器件软件工程关键技术研究与应用,探月与航天工程中心
2020,科学技术进步奖,2020-J02-2-01,可编程逻辑器件软件工程关键技术研究与应用,无
2020,自然科学奖,2020-Z03-2-03,分子固态发光调控的多晶型与共晶组装策略,无
2020,技术发明奖,2020-F06-2-01,泥页岩裂缝动态评价表征关键技术及应用,无
2020,科学技术进步奖,2020-J10-2-07,地下空间工程服役实景探识及应急处置关键技术与应用,无
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,科学技术进步奖,2020-J10-2-01,养老设施和老年人居住建筑规划设计技术与应用示范,北京市建筑设计研究院有限公司
2020,科学技术进步奖,2020-J02-2-11,科技期刊一体化融合出版关键技术研究与产业化应用,无
2020,科学技术进步奖,2020-J11-1-03,基于不同信号制式的轨道交通无感改造成套装备研究与应用,无
2020,科学技术进步奖,2020-J02-2-05,桥梁混凝土结构风险感知与智能评估关键技术研究与应用,北京邮电大学
2020,自然科学奖,2020-Z02-2-07,基于激光与物质非线性相互作用的新型激光加工方法,无
2020,自然科学奖,2020-Z02-2-06,面向广域公共安全事件的社会数字治理关键技术,无
2020,自然科学奖,2020-Z04-2-04,预警素类细胞因子及固有淋巴样2型细胞在哮喘中的作用和临床研究,首都医科大学
2020,科学技术进步奖,2020-J06-1-02,放射性粒子微创治疗肿瘤体系建立与临床应用,无
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,华北电网有限公司
2020,科学技术进步奖,2020-J12-2-05,环渤海湾地区设施蔬菜小型害虫成灾机理与绿色防控技术研究及应用,无
2020,科学技术进步奖,2020-J06-2-02,复杂重症主动脉疾病诊疗关键技术创新及推广应用,无
2020,科学技术进步奖,2020-J04-1-01,古生代复杂碳酸盐岩油气藏油气成因与成藏富集规律及工业应用,无
2020,自然科学奖,2020-Z04-2-01,分子水平的磁共振成像对中枢神经系统常见疾病的精准诊断和评估,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,北京动力机械研究所
2020,科学技术进步奖,2020-J01-1-01,12英寸先进集成电路制程电感耦合等离子刻蚀机研发及产业化,无
2020,科学技术进步奖,2020-J04-1-04,深海深层油气高效钻井液关键技术及工业化应用,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,科学技术进步奖,2020-J12-1-02,西瓜分子育种技术创新与系列新品种选育及推广,无
2020,科学技术进步奖,2020-J03-2-02,混合电动车用高功率长寿命锂电正极材料的开发与产业化,无
2020,科学技术进步奖,2020-J02-2-12,大规模跨语言代码安全检测技术及应用,无
2020,科学技术进步奖,2020-J02-1-05,北斗三号综合电子计算机系统关键技术及应用,无
2020,自然科学奖,2020-Z05-2-02,大气污染和气候变化关键气溶胶成分的遥感探测机制研究,中国科学院空天信息创新研究院
2020,自然科学奖,2020-Z04-1-01,寨卡病毒暴发与致病机制研究,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,科学技术进步奖,2020-J12-1-02,西瓜分子育种技术创新与系列新品种选育及推广,中国农业科学院深圳农业基因组研究所
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,无
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,北京北排水务设计研究院有限公司
2020,自然科学奖,2020-Z05-2-02,大气污染和气候变化关键气溶胶成分的遥感探测机制研究,无
2020,自然科学奖,2020-Z05-2-04,机械装备智能诊断和预测理论与方法,无
2020,科学技术进步奖,2020-J06-1-05,基于人工智能和机器人技术的神经外科手术体系研究及临床应用,无
2020,科学技术进步奖,2020-J01-2-02,星载宽刈幅干涉成像高度计技术及应用,无
2020,科学技术进步奖,2020-J01-2-04,大口径光学非球面制造检测全链路协同关键技术及应用,无
2020,科学技术进步奖,2020-J05-2-01,超长筒体张力旋压设备和工艺的研究与应用,无
2020,科学技术进步奖,2020-J11-1-03,基于不同信号制式的轨道交通无感改造成套装备研究与应用,北京市地铁运营有限公司
2020,科学技术进步奖,2020-J13-1-01,嫦娥探月立体书,无
2020,自然科学奖,2020-Z04-1-02,肿瘤浸润T细胞的单细胞图谱,无
2020,科学技术进步奖,2020-J04-1-01,古生代复杂碳酸盐岩油气藏油气成因与成藏富集规律及工业应用,无
2020,科学技术进步奖,2020-J08-1-01,有毒中药活性成分研究与质量安全标准制定及应用,无
2020,科学技术进步奖,2020-J10-2-04,市政水处理紫外线消毒与污染物控制关键技术研究及应用,无
2020,技术发明奖,2020-F03-2-02,航空发动机叶片自适应精密加工关键技术与应用,无
2020,科学技术进步奖,2020-J04-2-04,风云二号系列气象卫星红外多模态定标关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-15,大规模人工智能数据柔性生产关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-09,基于深度学习的智能数字营销技术研究与应用,无
2020,科学技术进步奖,2020-J02-2-11,科技期刊一体化融合出版关键技术研究与产业化应用,无
2020,科学技术进步奖,2020-J12-1-01,北京鸭育种技术创建与新品种培育,无
2020,科学技术进步奖,2020-J01-2-05,工业级电力通信核心芯片关键技术及规模化应用,北京智芯微电子科技有限公司
2020,科学技术进步奖,2020-J09-2-02,智能电能表及其核心元器件质量一致性关键技术与产业化应用,无
2020,科学技术进步奖,2020-J02-2-04,海量天体光谱数据分析与产品发布系统的研制与应用,无
2020,科学技术进步奖,2020-J02-1-04,大型电商物流中心机器人及智能化调度系统研发与应用,无
2020,技术发明奖,2020-F03-2-01,重型起重机械用高性能钢研制及应用关键技术开发,无
2020,技术发明奖,2020-F01-2-02,半导体芯片结温与系统热阻构成无损检测关键技术及应用,无
2020,科学技术进步奖,2020-J03-1-02,高品质管材用钢洁净冶炼技术及应用,无
2020,科学技术进步奖,2020-J10-2-07,地下空间工程服役实景探识及应急处置关键技术与应用,无
2020,技术发明奖,2020-F04-1-01,高水压越江海大直径盾构隧道开挖面稳定控制关键技术研究及应用,无
2020,科学技术进步奖,2020-J13-2-01,数字球幕影片《天上的宫殿》,无
2020,科学技术进步奖,2020-J10-2-06,市政埋地管网轨道交通杂散电流干扰防控关键技术研究与应用,无
2020,科学技术进步奖,2020-J01-1-02,宽带多端口馈电测试天线及电磁评测系统的研究与产业化应用,无
2020,科学技术进步奖,2020-J12-2-03,短生育期及高抗百合种质创新和高效繁育技术,无
2020,技术发明奖,2020-F05-1-01,复杂口腔修复体的人工智能设计与精准仿生制造,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,科学技术进步奖,2020-J02-2-06,国际贸易单一窗口标准化建设与应用,无
2020,自然科学奖,2020-Z04-2-05,PCSK9的表达调控与药物影响的基础研究,无
2020,科学技术进步奖,2020-J02-2-06,国际贸易单一窗口标准化建设与应用,无
2020,科学技术进步奖,2020-J12-2-03,短生育期及高抗百合种质创新和高效繁育技术,云南万丽花卉有限公司
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,无
2020,科学技术进步奖,2020-J02-1-05,北斗三号综合电子计算机系统关键技术及应用,北京轩宇智能科技有限公司
2020,科学技术进步奖,2020-J02-1-03,工业物联网时序数据库管理系统关键技术及应用,无
2020,科学技术进步奖,2020-J06-1-02,放射性粒子微创治疗肿瘤体系建立与临床应用,无
2020,科学技术进步奖,2020-J11-1-02,新一代军民通用高端轻型越野汽车研发及产业化,无
2020,科学技术进步奖,2020-J09-2-04,复杂环境下低成本高可靠性2.X MW风电叶片关键技术研究及产业化,北京乾源风电科技有限公司
2020,科学技术进步奖,2020-J12-2-02,全生物降解地膜产品研发与应用,北京市农业环境监测站
2020,自然科学奖,2020-Z03-2-03,分子固态发光调控的多晶型与共晶组装策略,北京师范大学
2020,科学技术进步奖,2020-J01-1-01,12英寸先进集成电路制程电感耦合等离子刻蚀机研发及产业化,无
2020,科学技术进步奖,2020-J10-2-01,养老设施和老年人居住建筑规划设计技术与应用示范,中国建筑设计研究院有限公司
2020,科学技术进步奖,2020-J04-2-03,北京市大气臭氧污染特征及控制途径研究,无
2020,科学技术进步奖,2020-J02-2-13,多情景跨领域中文文本智能校对关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-10,基于动态本体技术的大数据智能融合分析系统,北京百分点信息科技有限公司
2020,科学技术进步奖,2020-J11-1-01,时速350公里复兴号中国标准动车组制动系统研制与应用,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,北京市电加工研究所
2020,科学技术进步奖,2020-J02-2-11,科技期刊一体化融合出版关键技术研究与产业化应用,中国科学院文献情报中心
2020,科学技术进步奖,2020-J11-2-06,高速铁路轨道电路关键技术研究与应用,无
2020,科学技术进步奖,2020-J11-1-01,时速350公里复兴号中国标准动车组制动系统研制与应用,无
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,无
2020,技术发明奖,2020-F01-2-02,半导体芯片结温与系统热阻构成无损检测关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-12,大规模跨语言代码安全检测技术及应用,北京大学
2020,自然科学奖,2020-Z04-1-01,寨卡病毒暴发与致病机制研究,中国科学院遗传与发育生物学研究所
2020,科学技术进步奖,2020-J04-1-04,深海深层油气高效钻井液关键技术及工业化应用,无
2020,科学技术进步奖,2020-J01-1-02,宽带多端口馈电测试天线及电磁评测系统的研究与产业化应用,无
2020,科学技术进步奖,2020-J05-2-04,基于智能化的热轧薄带高强钢轧制稳定性控制技术及工业应用,无
2020,科学技术进步奖,2020-J13-2-01,数字球幕影片《天上的宫殿》,无
2020,科学技术进步奖,2020-J13-1-01,嫦娥探月立体书,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,中国建筑科学研究院有限公司
2020,科学技术进步奖,2020-J02-2-14,基于深度学习技术的肺癌/肺炎早诊早治的创新体系建设及推广应用 ,中国人民解放军总医院
2020,科学技术进步奖,2020-J11-1-03,基于不同信号制式的轨道交通无感改造成套装备研究与应用,北京交通大学
2020,科学技术进步奖,2020-J07-2-01,重组甘精胰岛素关键技术创新及达到国际高质量标准的大规模产业化,无
2020,科学技术进步奖,2020-J11-1-02,新一代军民通用高端轻型越野汽车研发及产业化,无
2020,科学技术进步奖,2020-J02-2-04,海量天体光谱数据分析与产品发布系统的研制与应用,无
2020,科学技术进步奖,2020-J11-2-06,高速铁路轨道电路关键技术研究与应用,无
2020,科学技术进步奖,2020-J04-1-01,古生代复杂碳酸盐岩油气藏油气成因与成藏富集规律及工业应用,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,无
2020,科学技术进步奖,2020-J02-2-16,面向骨干网的异常流量多维治理技术研发及应用,无
2020,科学技术进步奖,2020-J04-2-02,大型复杂污染场地精准修复与风险管控关键技术研究及应用,无
2020,科学技术进步奖,2020-J02-2-01,可编程逻辑器件软件工程关键技术研究与应用,北京深维科技有限公司
2020,科学技术进步奖,2020-J01-2-03,面向新一代移动智能终端的高效低功耗电源芯片技术研发及产业化,无
2020,科学技术进步奖,2020-J03-1-02,高品质管材用钢洁净冶炼技术及应用,新余钢铁集团有限公司
2020,科学技术进步奖,2020-J02-1-03,工业物联网时序数据库管理系统关键技术及应用,无
2020,技术发明奖,2020-F01-1-01,高通量众核处理器关键技术及应用,无
2020,科学技术进步奖,2020-J01-2-04,大口径光学非球面制造检测全链路协同关键技术及应用,无
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,科学技术进步奖,2020-J10-2-03,全生命周期建筑信息物理融合系统关键技术研究及应用,无
2020,自然科学奖,2020-Z04-2-01,分子水平的磁共振成像对中枢神经系统常见疾病的精准诊断和评估,无
2020,科学技术进步奖,2020-J02-2-12,大规模跨语言代码安全检测技术及应用,无
2020,技术发明奖,2020-F01-2-01,智能化软件开发关键技术-需求知识建模与代码自动推荐研究与应用,无
