企业名称,统一社会信用代码
北京市海淀区国有资产投资经营有限公司,91110108102033073C
北京北方宏达房地产有限公司,91110114061266021K
北京城市排水集团有限责任公司,9.11E+17
中国航发北京航空材料研究院,12100000400003358H
北京市海淀区园林绿化局,
北京市首都公路发展集团有限公司,91110000700221058P
北京城市副中心投资建设集团有限公司,9.11E+17
北京金隅地产开发集团有限公司和北京住总房地产开发有限责任公司联合体,
北京市交通委员会房山公路分局,1.21E+17
仁创科技,
北京城市排水集团有限责任公司,9.11E+17
北京永辉志信房地产开发有限公司,9.11E+17
北京经济技术开发区管委会,
燕山办事处,
中国科学院计算机网络信息中心,12100000400884052P
美巢集团股份公司,91110000102882227A
艾美疫苗股份有限公司,91210100583868927X
北京市昌平区热力供应管理中心,12110221584478517T
北京市石景山区教育委员会,1111010700006782XB
北京京投城市管廊投资有限公司,91110228MA006BF569
北京市房山区城市管理委员会,
北京市朝阳区人民政府八里庄街道办事处,
北京市交通委员会顺义公路分局,1211000040070914XP
北京广安基础设施建设投资公司,91110102101547160C
北京腾利达房地产开发经营有限公司,91110101633099098P
北京市密云区生态环境建设领导小组办公室,
中芯北方集成电路制造（北京）有限公司,91110302071737747W
北京全泰科技发展有限公司,91110115MA01G5C482
北京市嘉祥工贸公司,91110106102161374Y
国网北京市电力公司,9.11E+17
北京恒银房地产开发有限公司,91110114722618697Y
北京市通州区农业农村局,11110112MB1D67487T
北京未来科学城置汇建设有限公司,91110114MA00BR1E11
北京市园林绿化局,1111000078480249XC
北京市门头沟区斋堂镇人民政府,11110109000073525P
北京市房山供电公司,
北京科控置地有限公司,91110116MA01PU1Y09
北京城市排水集团有限责任公司,9.11E+17
北京市基础设施投资有限公司,
中国石化集团资产经营管理有限公司北京燕山石化分公司,91110304664631278A
北京市顺义区水务局,11110110000092937B
北京市通州区梨园镇人民政府,11110112078531557T
北京城建旭泰房地产开发有限责任公司,91110106MA01QDA177
北京建工国通建设工程有限责任公司,91110112MA003XM54L
国网北京市电力公司,9.11E+17
北京市怀柔区长哨营满族乡人民政府,11110227000098626B
北京市密云区生态环境建设领导小组办公室,
北京市昌平区生态环境建设领导小组办公室,
京能置业股份有限公司和北京城谷恒泰房地产开发有限公司联合体,
房山区韩村河镇岳各庄村集体经济组织,
北京中关村东升科技园有限责任公司,9.11E+17
北京金朝房地产发展有限公司,9111010560004316XA
北京市基础设施投资有限公司,
北京科控置地有限公司,91110116MA01PU1Y09
北京金科金碧置业有限公司,91110117MA00H7M17F
北京国际商务中心区开发建设有限公司,91110000784802297L
北京首创中北基础设施投资有限公司,9.11E+17
首医大天坛医院,
北京市大兴区园林绿化局,1.11E+17
北京市丰台区城市建设综合开发集团有限公司,9.11E+17
北京中港国际房地产开发有限公司,9.11E+17
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市昌平区马池口镇人民政府,11110221000103448A
昌平区园林绿化局,
北京密云城市建设投资开发有限公司,
北京侨禧投资有限公司,91110106MA002KKD62
首都经济贸易大学,1.21E+17
北京漕运城投运营管理有限责任公司,91110112MA01LP6N75
北京西站地区管理委员会办公室,
北京国际度假区有限公司,91110000MA019CJN99
通州区园林绿化局,
石景山,
北京市渔阳天泰房地产开发有限公司,91110228672394188B
北京市首都公路发展集团有限公司,91110000700221058P
北京新航城控股有限公司,9.11E+17
北京公共交通控股（集团）有限公司,9111000010110591XL
北京市海淀区教育委员会,11110108000057883P
北京市土地整理储备中心顺义区分中心,1211000079210056X1
石景山区教委,
北京阿迈特医疗器械有限公司,9.11E+17
北京电子城有限责任公司,9111000010114680X4
北京合安房地产开发有限责任公司,91110113MA01CN0A83
北京市房山区教育委员会,11110111000077892F
北京市丰台区卢沟桥街道办事处,
北京建工国通建设工程有限责任公司,91110112MA003XM54L
通州区教育委员会,
北京北方宏达房地产有限公司,91110114061266021K
北京京粮泰兴房地产有限公司,91110109MA018W930R
北京生命科学研究所,12110000801187020R
北京中冶名鼎房地产开发有限公司,
北京市通州区城市管理委员会,
青云店镇人民政府,
北京碧桂园阳光置业发展有限公司,91110116MA00CRCY0H
北京檀州房地产开发有限公司,9.11E+17
北京通州投资发展有限公司,91110112MA01FLXW9P
北京市政务服务管理局,11110000MB1660860K
北京恒盛宏大道路投资有限公司,91110106685123272E
北京按摩医院,12100000400003059K
北京市房山区水务局,1.11E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京隽安房地产开发有限公司,91110113MA01UQ272B
北京市朝阳区孙河乡人民政府,11110105K0011648XA
国网北京门头沟供电公司,
北京市燕顺保障性住房投资有限公司,91110113MA0020J33K
北京市西城区公安消防支队,
北京京能电力股份有限公司,91110000722601879M
北京能源投资(集团)有限公司,
北京新航城开发建设有限公司,91110000MA00A22E4K
鹏瑞利美融加六（北京）置业有限公司,
中电投新农创（北京）能源有限公司,
国网北京市电力公司丰台供电公司,
北京亦展置业有限公司,9.11E+17
国网北京市电力公司,9.11E+17
北京草桥实业总公司,91110106102166060L
北京市怀柔区北房镇人民政府,11110227000098300M
北京千方科技股份有限公司,9111000074614377XB
北京市大兴区园林绿化局,1.11E+17
北京市丰台区教育委员会,11110106000062930M
北京市朝阳区东风乡人民政府,11110105K001165516
北京中关村电子城建设有限公司,9.11E+17
北京市基础设施投资有限公司,
北京市公联公路联络线有限责任公司,9.11E+17
北京市石景山区人民政府八角街道办事处,11110107000068195P
北京市基础设施投资有限公司,
北京华融金盈投资发展有限公司,91110102062828989E
北京市自来水集团有限责任公司,91110000101358044Q
北京市交通委员会顺义公路分局,1211000040070914XP
北京市房山区园林绿化局,
中奥(北京)房地产有限公司,
北京城市排水集团有限责任公司,9.11E+17
国网北京市电力公司,9.11E+17
首都师范大学附属中学,1.21E+17
北京实创科技园开发建设股份有限公司,9.11E+17
北京亦展置业有限公司,9.11E+17
北京市怀柔区水务局,11110227000097949G
国网北京市电力公司,9.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京顺华房地产开发有限公司,91110000802462485B
北京市海淀区教育委员会,11110108000057883P
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
北京市公安局东城分局,11110000000028898F
北京万京咨询服务有限公司,91110302357953138P
北京市顺义区南法信镇人民政府,1111011000009342X9
北京市自来水集团有限责任公司,91110000101358044Q
北京丰科博远科技有限公司,91110106MA0015GX8T
北京金朝房地产发展有限公司,9111010560004316XA
神州细胞工程有限公司,91110302740070055D
北京市通州区城市管理委员会,
北京星湖投资开发公司,9.11E+17
东方网力科技股份有限公司,91110000721497432T
海淀区住建委、海融达公司,
新华家园健康科技（北京）有限公司,
北京中长合源置业有限公司,9111010668510360X2
北京京能数字科技有限公司,
北京市交通委员会门头沟公路分局,12110000400709203Q
北京首开京南置业有限公司,91110115MA019C6R95
北京顺义新城建设开发有限公司,9111000074230031X6
京城集团,
北京市石景山区城市管理委员会,1.11E+17
通州区园林绿化局,
北京建工国通建设工程有限责任公司,91110112MA003XM54L
华润赛科药业有限责任公司,91110000101208804Q
密云区大城子镇人民政府,
北京辰星国际会展有限公司,
通州区园林绿化局,
国网北京市电力公司,9.11E+17
北京卫戍区后勤部,
北京市热力集团有限责任公司,91110000101100238R
北京市房山区发展和改革委员会,1.11E+17
北京隆福恒基房地产开发有限公司,9.11E+17
北京未来动力新券能源科技有限公司,
北京木瓜移动科技股份有限公司,9.11E+17
通州区城市管理委员会,
国网北京市电力公司,9.11E+17
北京海光新型建筑材料集团,9.11E+17
北京新航城控股有限公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
南威北方科技集团有限责任公司等,
北京永源兴置业有限公司,91110115MA005LK5XG
北京市房山区教育委员会,11110111000077892F
北京市怀柔区渤海镇人民政府,11110227000098386G
国网北京市电力公司,9.11E+17
北京鼎荣茂华房地产开发有限公司,91110113682854088Q
北京市西城区卫生健康委员会,11110102358993633P
北京市昌平区水务局,11110221000102859X
中铝科学技术研究院有限公司,91110114554825530G
北京丽泽金都置业有限公司,91110000556827900G
怀柔区消防救援支队,
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
国网北京市电力公司,9.11E+17
北京房地新城置业有限公司,91110113MA00862BXB
北京市基础设施投资有限公司,
北京市园林绿化局,1111000078480249XC
北京市公联公路联络线有限责任公司,9.11E+17
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京新航城控股有限公司,9.11E+17
北京市朝阳区教育服务保障中心,
北京市平谷区园林绿化局,
北京市通州区永乐店镇人民政府,11110112K0017644XQ
北京良乡城市建设开发有限公司,9.11E+17
北京市怀柔区九渡河镇人民政府,11110227000098394B
北京京能绿通新能源有限公司,
上庄镇合作经济联合社,
北京市昌平区北七家镇人民政府,11110221000103771Q
北京市朝阳区教育委员会,1.11E+17
北京实创科技园开发建设股份有限公司,9.11E+17
北京市顺义区市政市容建设服务中心,12110110556817825E
北京市商务局,
北京天恒房地产股份有限公司,9.11E+17
北京上瑞置业有限公司,91110115MA01KARD2X
北京锦绣置业有限公司,9.11E+17
北京翠微大厦股份有限公司,9.11E+17
北京市公安局密云分局,1.11E+17
大兴区水务局,
首都医科大学附属北京朝阳医院,1.21E+17
北京中建方程投资管理有限公司,91110106MA001YDB8U
北京中关村大街建设发展有限公司,91110108MA01CWNY5F
北京市房山区水务局,1.11E+17
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会昌平公路分局,12110000400709211K
永定河流域投资有限公司,91110115MA01D5B02E
北京市交通委员会昌平公路分局,12110000400709211K
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会房山公路分局,1.21E+17
北京市延庆区水务局,11110229000117938X
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会延庆公路分局,1211000040070922XB
北京市平谷区水务局,11110226000112950P
北京市交通委员会怀柔公路分局,12110000400709158P
北京市交通委员会房山公路分局,1.21E+17
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市交通委员会房山公路分局,1.21E+17
北京市房山区城市管理委员会,
北京市京西林场,
北京市交通委员会房山公路分局,1.21E+17
北京市交通委员会昌平公路分局,12110000400709211K
北京市大安山林场管理处,
北京市城市道路养护管理中心,
北京市官厅水库管理处,12110000400638847Q
永定河流域投资有限公司,91110115MA01D5B02E
北京市交通委员会房山公路分局,1.21E+17
北京市首都公路发展集团有限公司,91110000700221058P
北京市交通委员会密云公路分局,12110000400709166J
北京市延庆区水务局,11110229000117938X
森特士兴集团股份有限公司,91110000600093677W
北京良乡高教园区,
北京市延庆区水务局,11110229000117938X
北京京投兴朝置地有限公司,91110000MA00H0XN89
北京泰禾锦绣置业有限公司,91110105MA00BEJE0X
国网北京市电力公司,9.11E+17
北京市房山区河北镇人民政府,11110111000078457B
北京市自来水集团有限责任公司,91110000101358044Q
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京市南水北调工程建设管理中心,1.21E+17
北京海融达投资建设有限公司,91110108777085234D
北京市通州区人民政府玉桥街道办事处,
北京市通州区城市管理委员会,
北京市热力集团有限责任公司,91110000101100238R
北京市平谷区卫生健康委员会,1.11E+17
北京环境卫生工程集团有限公司,9.11E+17
北京金色朝阳房地产开发有限公司,91110105801734821M
北京市凉水河管理处,1.21E+17
北京新航城控股有限公司,9.11E+17
北京汇瀛恒业有限公司,91110115MA006XLF62
北京海融达投资建设有限公司,91110108777085234D
北京城志置业有限公司（首开、城建）,
北京公共交通控股（集团）有限公司,9111000010110591XL
北京市东城区教育委员会,1.11E+17
国网北京市电力公司,9.11E+17
北京建新市政工程管理有限公司,91110101774091989W
中国中化集团有限公司,91110000100000411L
北京市延庆区水务局,11110229000117938X
北京裕泽房地产开发有限责任公司,9.11E+17
北京市基础设施投资有限公司,
北京市自来水集团有限责任公司,91110000101358044Q
北京远创兴城置业有限公司,91110105MA01A7JR3T
国网北京市电力公司,9.11E+17
北京城市副中心行政办公区工程建设办公室,11110000MB04763915
北京智芯微电子科技有限公司,91110108061292553X
北京新航城开发建设有限公司,91110000MA00A22E4K
北京市怀柔区怀北镇人民政府,1.11E+17
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京蓝华宇房地产开发有限公司,91110114802655287P
北京五洲医院投资有限责任公司,91110105330412892H
北京国家速滑馆经营有限责任公司,91110000MA01AHE75J
联合燃料电池系统研发(北京)有限公司,91110302MA01UBNU33
北京市怀柔区庙城镇人民政府,11110227000098327D
北京市公联公路联络线有限责任公司,9.11E+17
北京市交通委员会昌平公路分局,12110000400709211K
北京金隅嘉业房地产开发有限公司,91110000101718097J
北京燕东微电子科技有限公司,91110302MA006F65XR
北京城市副中心投资建设集团有限公司,9.11E+17
北京市平谷区金海湖镇人民政府,11110226000113443T
北京双鹭药业股份有限公司,91110000102299779W
北京通州投资发展有限公司,91110112MA01FLXW9P
北京市土地整理储备中心通州区分中心,1.21E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京兴盛恒泰投资管理公司,91110107102283718T
北京市平谷区国家生态环境建设领导小组办公室,
北京市大兴区园林绿化局,1.11E+17
北京邮电大学,12100000400009952C
北京市房山区城市管理委员会,
北京市房山区城市管理委员会,
北京悦创房地产开发有限公司,91110107MA01HH0J2M
中国科学院自动化所,
北京燕金源置业有限公司,91110000783951266A
北京北投生态环境有限公司,9.11E+17
丰台区,
北京华贸奥苑房地产开发有限公司,91110000669100222W
北京市海淀区公安消防支队,
北京市怀柔区园林绿化局,
北京市西城区城市管理委员会,
北京市海淀区园林绿化局,
顺义区卫生和计划生育委员会,
北京市海淀区园林绿化局,
北京中海新城置业有限公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市房山供电公司,
北京朝意房地产开发有限公司,
北京高端制造业（房山）基地管理委员会,
永创兴业（北京）置业有限公司,
北京市石景山区发展和改革委员会,11110107000068435J
北京通州投资发展有限公司,91110112MA01FLXW9P
北京东方惠尔图像技术有限公司,91110108700002867E
北京市交通委员会,11110000000021063W
北京市房山区园林绿化局,
北京市密云区水务局,11110228000107959W
北京市延庆区千家店镇人民政府,1.11E+17
北京国家数字出版基地发展有限公司,91110106318359611M
北京市东城区人民政府永定门外街道办事处,11110101000043289E
北京绿海能环保有限责任公司,91110108790655473T
中关村科技园区丰台园管理委员会,11110106000063335A
北京实创城市空间有限责任公司,91110108MA01KPP47J
北京城市副中心工程建设管理办公室,
北京东华原医疗设备有限责任公司,9.11E+17
北京碧和信泰置业有限公司,91110115MA019K2C2X
北京市怀柔区园林绿化局,
梨园镇北杨洼村委会,
北京市通州区宋庄镇人民政府,1.11E+17
友康厚德生物制品（北京）有限公司,
北京市顺义区城市管理委员会,
国网北京市电力公司怀柔供电公司,
北京市顺义区赵全营镇人民政府,1.11E+17
北京九龙广厦物业管理中心,9.11E+17
恒盛阳光鑫地（北京）置业有限公司,
北京城市副中心投资建设集团有限公司,9.11E+17
昌平区园林绿化局,
北京大兴基础设施建设有限公司,
国网北京市电力公司,9.11E+17
北京大学,12100000400002259P
北京市门头沟区永定镇人民政府,1.11E+17
北京住总置地有限公司,91110000MA0080BT8H
北京市西城区人民政府广安门内街道办事处,11110102000048303U
北京市怀柔区园林绿化局,
北京首创华业房地产开发有限公司,91110115593844638P
北京吉源医药科技有限公司,91110113MA00B17710
"北京市东鸿盛阳置业
有限公司",
北京市房山区城市管理委员会,
北京市昌平区城市管理委员会,
北京以岭药业有限公司,91110115794058537U
北京东方康泰房地产开发经营有限责任公司,91110101101322092Q
北京市房山区长沟镇政府,
北京华融金盈投资发展有限公司,91110102062828989E
北京市密云区城市管理委员会,11110228000108118F
北京金马驹开发建设有限公司,91110112102435013P
北京市西城区园林市政管理中心,12110102400793492N
北京市水产技术推广站,12110000400639065E
北京顺开房地产开发有限公司,91110112700225884A
北京市平谷区教育委员会,11110226000112790G
北京市密云区高岭镇人民政府,11110228000108476G
北京市交通委员会密云公路分局,12110000400709166J
北京市交通委员会昌平公路分局,12110000400709211K
顺义区城市管理委,
北京广安基础设施建设投资公司,91110102101547160C
北京市昌平区园林绿化局,
黄村镇人民政府,
北京市基础设施投资有限公司,
北京市通州区潞城镇人民政府,11110112000084718L
北京市聚鑫城房地产开发有限责任公司,9.11E+17
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京经济技术开发区土地储备与建设服务中心,
石景山区城市管理委,
北京紫光科城科技发展有限公司,91110108MA0092HN8E
北京市丰台区教育委员会,11110106000062930M
恒动氢能（北京）科技有限公司,
昌平区疾病预防控制中心,
谊安和美投资管理有限公司,
北京市通州区漷县镇人民政府,11110112000084646U
北京华坤科技开发有限责任公司,9.11E+17
首都绿色文化碑林管理处,12110000400639583N
北京市朝阳区人民政府朝外街道办事处,11110105000053372Y
北京市基础设施投资有限公司,
北京市海淀区园林绿化局,
北京市自来水集团有限责任公司,91110000101358044Q
北京市大兴区教育委员会,1.11E+17
北京北投生态环境有限公司,9.11E+17
北京市公联公路联络线有限责任公司,9.11E+17
北京小月河科技园有限责任公司,91110108078594400D
北京城市副中心工程建设管理办公室,
北京市房山新城投资有限责任公司,91110111MA006TK06D
北京城市副中心投资建设集团有限公司,9.11E+17
北京市石景山区城市管理委员会,1.11E+17
北京北投生态环境有限公司,9.11E+17
海淀水务局,
北京建工地产有限责任公司,9.11E+17
北京天竺综合保税区管理委员会,11110110686901216J
北京市顺义区牛栏山镇人民政府,1.11E+17
通州区园林绿化局,
北京市基础设施投资有限公司,
北京安嘉海洋能源科技有限公司,
北京市平谷区国家生态环境建设领导小组办公室,
北京市公安局延庆分局,1.11E+17
石景山区园林绿化局,
北京市平谷区园林绿化局,
北京兴园置业发展有限公司,91110105318346677J
北京市房山区水务局,1.11E+17
北京兴振顺达投资管理有限公司,
北京市顺义区龙湾屯镇人民政府,11110110000093470L
北京臻知医学科技有限责任公司,91110115MA01EQ865X
北京永辉星辰房地产开发有限公司,91110105096443526K
通州区园林绿化局,
北京市昌平区沙河镇豆各庄村经济合作社,
北京市基础设施投资有限公司,
北京远创中辉房地产开发有限公司,91110105MA01AMHW2A
北京市朝阳区人民政府小关街道办事处,11110105000053292B
北京市热力集团有限责任公司,91110000101100238R
汇天网络科技有限公司,91110000668401242P
门头沟区政务服务管理局,
北京市规划和自然资源委员会门头沟分局,
门头沟区园林绿化局,
门头沟区园林绿化局,
门头沟区园林绿化局,
北京市门头沟区水务局,11110109000072813A
北京市门头沟区妙峰山镇人民政府,1.11E+17
北京市门头沟区妙峰山镇人民政府,1.11E+17
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
国网北京门头沟供电公司,
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市门头沟区水务局,11110109000072813A
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市规划和自然资源委员会门头沟分局,
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区水务局,11110109000072813A
北京市门头沟区农业农村局,1111010900007291XG
北京市门头沟区清水镇人民政府,1.11E+17
北京市门头沟区清水镇人民政府,1.11E+17
北京市门头沟区永定镇人民政府,1.11E+17
北京市门头沟区应急局,
北京市门头沟区环境卫生服务中心,12110109000072960Q
北京市门头沟区民政局,1.11E+17
北京市门头沟区民政局,1.11E+17
门头沟区园林绿化局,
北京市门头沟区王平镇人民政府,11110109758243786M
北京百花山国家级自然保护区管理处,1211010979344468XR
北京市门头沟区军庄镇人民政府,11110109000073517W
北京市门头沟区潭柘戒台风景名胜区管理处,
北京市门头沟区农业农村局,1111010900007291XG
中关村科技园区门头沟园管理委员会,
北京市门头沟区王平镇人民政府,11110109758243786M
门头沟区园林绿化局,
北京天桥衡融投资有限公司,91110102318013506J
北京市顺义区城市管理委员会,
北京市房山区城关街道八十亩地村经济合作社,
北京市基础设施投资有限公司,
北京市门头沟区潭柘寺镇人民政府,11110109000073373B
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京海国鑫泰投资控股中心,91110108599642586E
北京国信冠群技术有限公司,9.11E+17
北京海融达投资建设有限公司,91110108777085234D
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
国网北京门头沟供电公司,
北京市朝阳区园林绿化局,11110105733481657Q
北京泰龙翔置业有限公司,91110117MA01AB1W0D
北京市首都公路发展集团有限公司,91110000700221058P
北京市基础设施投资有限公司,
西良周（北京）农业科技有限公司,
北京市房山区生态环境建设办公室,11110111695027030L
北京市门头沟区公共工程服务中心,
北京未来科学城置地有限公司,91110114679623318N
北京江南投资集团有限公司,9111000076350803XG
海淀区园林绿化局、海融达公司,
北京京能科技有限公司,
北京市基础设施投资有限公司,
待定,
北京市公联公路联络线有限责任公司,9.11E+17
北京未来城置业公司、北京城建和金茂,
北京市交通委员会门头沟公路分局,12110000400709203Q
北京市通州区九棵树街道办事处,
北京市消防救援总队,1.11E+17
北京市长城伟业投资开发总公司,91110116102589311J
通州区园林绿化局,
国网北京市电力公司,9.11E+17
北京市怀柔区杨宋镇人民政府,11110227000098319J
北京中天富通房地产开发有限公司,9.11E+17
通州区园林绿化局,
海淀区住建委、海融达公司,
北京三元德宏房地产开发有限公司,91110115783210708B
海淀水务局,
北京实创科技园开发建设股份有限公司,9.11E+17
北京市延庆区张山营镇人民政府,11110229000118332G
香山公园管理处,
国网北京市电力公司,9.11E+17
首都医科大学附属北京安定医院,12110000400688465L
北京通州投资发展有限公司,91110112MA01FLXW9P
通州区园林绿化局,
北京金地盛通房地产开发有限公司,91110105MA00EKK48D
北京碧桂园阳光置业发展有限公司,91110116MA00CRCY0H
西红门镇人民政府,
北京兴城顺通投资有限公司,91110115666911249J
北京中铁诺德东兴置业有限公司,91110109MA01AFT16C
北京市基础设施投资有限公司,
北京丰科建投资有限公司,91110106554818453H
北京京投兴朝置地有限公司,91110000MA00H0XN89
北京智谱华章科技有限公司,91110108MA01KP2T5U
北京世界园艺博览会事务协调局,1.21E+17
北京市东城区发展和改革委员会,11110101000032686W
广州小米通讯技术有限公司和北京润置商业运营管理有限公司联合体,
北京中关村永丰产业基地发展股份有限公司,
北京市大安山林场管理处,
北京未来科技城昌融置业有限公司,
北京城市副中心投资建设集团有限公司,9.11E+17
丰台区水务局,
北京市延庆区城市管理委员会,
北京市公安局门头沟分局,11110000000073592E
国网北京市电力公司,9.11E+17
北京顺义新城发展有限公司,91110113664649080F
北京市朝阳区教育国有资产管理中心,12110105400840869H
三一重能股份有限公司,
北京城市副中心工程建设管理办公室,
北京新航城控股有限公司,9.11E+17
北京市延庆区发展和改革委员会,1.11E+17
北京市怀柔区渤海镇人民政府,11110227000098386G
北京市顺义区园林绿化局,
北京市延庆区八达岭镇营城子村经济合作社,N2110229051365552U
北京演艺集团有限责任公司,91110000688350550L
北京市房山区城市管理委员会,
北京骏阳房地产开发有限公司,
北京珠江房地产开发有限公司,91110000700236460J
北京公联鼎晟交通枢纽建设发展有限公司,91110106MA01TUA873
北京安泰兴业置业有限公司和北京石泰集团有限公司联合体,
北京市朝阳区崔各庄乡人民政府,11110105K001169067
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京市交通委员会门头沟公路分局,12110000400709203Q
聚协昌（北京）药业有限公司,
北京国能电池科技股份有限公司,91110111585832653L
北京通盛嘉和房地产开发中心,91110105MA01J319XB
北京城市副中心投资建设集团有限公司,9.11E+17
北京市首都公路发展集团有限公司,91110000700221058P
华能北京热电有限责任公司,91110000X26000551M
北京市怀柔区喇叭沟门满族乡人民政府,11110227000098490L
北京经济技术开发区土地储备与建设服务中心,
北京懋源宏展房地产开发有限公司和北京懋源置业有限公司联合体,
昌平区园林绿化局,
北京京投兴朝置地有限公司,91110000MA00H0XN89
有研资源环境技术研究院（北京）有限公司,
北京京投丰德房地产有限公司,91110106MA01HQ6A1G
北京中建京东置业有限公司,91110113MA00AM6W1Q
海淀镇,
国网北京市电力公司,9.11E+17
北京星湖投资开发公司,9.11E+17
北京京房为民置业有限公司,9.11E+17
首钢集团有限公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市怀柔区生态环境建设特色示范区工作领导小组办公室,
北京城市副中心投资建设集团有限公司,9.11E+17
石景山区园林绿化局,
中关村科技园区门头沟园管理委员会,
北京市住房和城乡建设委员会,11110000000021135M
北京环境卫生工程集团有限公司,9.11E+17
北京市密云区水务局,11110228000107959W
昌平区园林绿化局,
中央财经大学,1.21E+17
北京市海淀区教育委员会,11110108000057883P
北京建新市政公司,
北京市公联公路联络线有限责任公司,9.11E+17
北京振邦承基开发建设有限公司,91110114788609224Q
北京华电北燃能源有限公司,91110112599647352G
百度在线网络技术（北京）有限公司,91110108717743469K
北京张郭庄投资管理公司,91110106102151379N
北京未来科学城昌泰置业有限公司,91110114MA0184WL8R
北京市怀柔区喇叭沟门满族乡人民政府,11110227000098490L
交控科技股份有限公司,91110106697684368N
北京左岸兴城城市建设发展有限公司,
北京矿融城置业有限公司,
北京市朝阳区园林绿化局,11110105733481657Q
北京未来科学城发展集团有限公司,91110000693243098K
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京四环科宝制药股份有限公司,
北京宏达安能投资有限公司,91110105558572622C
中关村科技园区大兴生物医药产业基地管理委员会,
北京华放天实生物制药有限责任公司,
北京富华运通房地产开发有限公司,9.11E+17
北京市朝阳区人民政府奥运村街道办事处,1.11E+17
北京经济技术开发区管理委员会,11110000000026825G
密云区园林绿化局,
北京升和房地产开发有限公司,9.11E+17
中国海洋置业有限公司,91110000733447862C
北京星湖投资开发公司,9.11E+17
昌平区教委,
北京市怀柔区人民法院,
北京昌平科技园发展有限公司,9.11E+17
北京市房山区城市管理委员会,
北京市通州区西集镇人民政府,11110112000084590Q
北京市房山区河北镇人民政府,11110111000078457B
北京市自来水集团有限责任公司,91110000101358044Q
京东方科技集团股份有限公司,9.11E+17
北京人民艺术剧院,12110000400686232E
通州区园林绿化局,
北京市十三陵林场,1.21E+17
北京市房山供电公司,
北京金科金碧置业有限公司,91110117MA00H7M17F
苏州恒相房地产开发有限公司,91320500796547553A
北京市房山区韩村河镇人民政府,11110111000078625D
石景山区城市管理委,
北京公共交通控股（集团）有限公司,9111000010110591XL
北京北投生态环境有限公司,9.11E+17
通州区水务局,
北京市密云区民政局,
北京电投泰利数据科技发展有限公司,91110112MA01TMF602
海融达公司,
北京市顺义区后沙峪镇人民政府,1.11E+17
国网北京市电力公司,9.11E+17
丰台区园林绿化局,
北京鲲鹏大雅实业投资有限公司,91110105593861438N
海融达公司,
北京市昌平区教育委员会,1.11E+17
北京市交通委员会怀柔公路分局,12110000400709158P
北京市自来水集团有限责任公司,91110000101358044Q
北京市海淀区教育委员会,11110108000057883P
国家大剧院,1211000066050209XJ
北京金开连泰房地产开发有限公司,91110105MA01FN8B3N
安贞街道办事处,
北京天成基业房地产开发有限公司,91110106691688034X
北京市基础设施投资有限公司,
北京建远万誉房地产开发有限公司,91110106MA01UA033M
通州区宋庄镇政府,
