质量安全认证,年产量,生产规模,产品类别,所属区域,联系人,主体类型,主体名称,ID,所属行业,主要销售渠道,联系电话,统一社会信用代码,更新时间
无公害,,,垂钓,顺义区,彭**,企业,北京当益生态农业科技有限公司,E113006000000026,水产业,其他,***6938,91110113055630632R,45210
无公害,,,,顺义区,高**,企业,北京新都芳生态农业有限责任公司,E113006000000030,种植业,其他,***9310,,44652
无公害,,,垂钓,顺义区,张**,企业,北京德睿恒昌农业发展有限公司,E113006000000035,水产业,其他,***9331,/,45210
无公害,20.0,62666.98,垂钓,顺义区,张**,企业,北京德睿恒昌农业发展有限公司,E113006000000035,渔业,其他,***9331,,45210
无公害,,760,蔬菜种植,顺义区,姜**,企业,（齐家务）北京优质农产品种植中心,E113006000000040,种植业,其他,***3805,91110113802500867U,45210
无公害,,,养殖,顺义区,田**,企业,北京晟野宇川养殖场,E113006000000043,水产业,其他,***8518,92110113MA00WKPH41,45210
无公害,9.0,24000,养殖,顺义区,田**,企业,北京晟野宇川养殖场,E113006000000043,渔业,其他,***8518,92110113MA00WKPH41,45210
无公害,,,养殖,顺义区,彭**,企业,北京万海瑞通农业科技发展有限公司,E113006000000044,水产业,其他,***7896,911101133065101505,45210
无公害,50.0,40000,养殖,顺义区,彭**,企业,北京万海瑞通农业科技发展有限公司,E113006000000044,渔业,其他,***7896,911101133065101505,45210
无公害,40.0,20000,垂钓,顺义区,张**,企业,北京金鑫紫溪种植有限公司,E113006000000045,渔业,其他,***3013,91110113L379444629,45210
无公害,,,垂钓,顺义区,张**,企业,北京金鑫紫溪种植有限公司,E113006000000045,水产业,其他,***3013,91110113L379444629,45210
无公害,40.0,40000,垂钓,顺义区,解**,企业,北京金满库垂钓服务有限公司,E113006000000046,渔业,其他,***6603,91110113MA0024WM2Q,45210
无公害,,,垂钓,顺义区,解**,企业,北京金满库垂钓服务有限公司,E113006000000046,水产业,其他,***6603,91110113MA0024WM2Q,45210
无公害,,,"蔬菜种植,其他(种植)",顺义区,项**,企业,北京金世恒泰置业有限发展公司,E113006000000047,种植业,其他,***5091,911101133304100612,45326
无公害,350.0,260,"蔬菜种植,其他(种植)",顺义区,项**,企业,北京金世恒泰置业有限发展公司,E113006000000047,种植业,其他,***5091,911101133304100612,45326
无公害,,,垂钓,顺义区,曹**,企业,北京中金正投资有限公司,E113007000000003,水产业,其他,***8787,9111011372358802013,45260
无公害,2000.0,3000,畜禽屠宰,顺义区,阮**,企业,北京顺鑫农业股份有限公司鹏程食品公司,E113008000000001,畜牧业,其他,***4053,911101136000470219,45730
无公害,,,垂钓,顺义区,秦**,企业,北京蓝天碧水垂钓有限公司,E113009000000001,水产业,其他,***9568,/,44064
无公害,25.0,35333.51,垂钓,顺义区,秦**,企业,北京蓝天碧水垂钓有限公司,E113009000000001,渔业,其他,***9568,,44064
无公害,5.0,20000.1,垂钓,顺义区,赵**,企业,北京鑫海鸿宇商贸有限公司,E113009000000003,渔业,其他,***7615,92110113MA0176MP77,45574
无公害,10.0,13333,垂钓,顺义区,秦**,企业,北京三顷芳塘农业科技有限公司,E113009000000004,渔业,其他,***9568, 91110113663703495Q,45602
无公害,,60,蔬菜种植,顺义区,池**,企业,北京听澜生态农庄有限公司,E113101000000001,种植业,其他,***1108,/,44879
无公害,104.0,439,蔬菜种植,顺义区,张**,企业,仲元（北京）绿色农业技术开发有限公司,E113101000000004,种植业,其他,***6515,91110113802884370D,44880
无公害,,,蔬菜种植,顺义区,张**,企业,仲元（北京）绿色农业技术开发有限公司,E113101000000004,种植业,其他,***6515,91110113802884370D,45635
无公害,13.0,713,蔬菜种植,顺义区,韦**,企业,北京骐麟文华生态农业有限公司,E113104219000001,种植业,其他,***6103,911101135858774728,45394
无公害,,,蔬菜种植,顺义区,韦**,企业,北京骐麟文华生态农业有限公司,E113104219000001,种植业,其他,***6103,911101135858774728,45394
无公害,5.0,6600,垂钓,顺义区,魏**,企业,北京梓婷佳苑垂钓园,E113106000000009,渔业,其他,***8868,92110113L25426959T,44504
无公害,,,垂钓,顺义区,魏**,企业,北京梓婷佳苑垂钓园,E113106000000009,水产业,其他,***8868,92110113L25426959T,44504
无公害,,,养殖,顺义区,马**,企业,北京巴沙鑫泉养殖场,E113106000000012,水产业,其他,***9389,92110113L27475826L,44504
无公害,30.0,19000,养殖,顺义区,马**,企业,北京巴沙鑫泉养殖场,E113106000000012,渔业,其他,***9389,92110113L27475826L,44504
无公害,16.5,,粮经作物生产,顺义区,李**,企业,北京李春田种植基地,E113106000000013,种植业,其他,***9120,92110113L12673707M,44498
无公害,,,蔬菜种植,顺义区,马**,企业,北京市顺康源生态农业有限责任公司,E113106000000014,种植业,其他,***0041,,44880
无公害,,,蔬菜种植,顺义区,张**,企业,北京嘉博文生物科技有限公司,E113108000000001,种植业,其他,***9651,91110108726366175X,45680
无公害,,,蔬菜种植加工,顺义区,王**,企业,北京市杰海农业科技发展有限公司,E113108000000007,种植业,其他,***8248,91110113MA0033X52E,45629
无公害,60.0,480,蔬菜种植加工,顺义区,王**,企业,北京市杰海农业科技发展有限公司,E113108000000007,种植业,其他,***8248,91110113MA0033X52E,45271
无公害,,600,蔬菜种植,顺义区,孟**,企业,北京福劳尔花卉有限公司,E113108000000012,种植业,其他,***8333,91110113666914298D,45260
无公害,,,蔬菜种植,顺义区,孟**,企业,北京福劳尔花卉有限公司,E113108000000012,种植业,其他,***8333,91110113666914298D,45629
无公害,30.0,52666.93,养殖,顺义区,李**,企业,北京北务绿水渔业有限公司,E113108000000013,渔业,其他,***0503,91110113685765275Q,45638
无公害,,,养殖,顺义区,李**,企业,北京北务绿水渔业有限公司,E113108000000013,水产业,其他,***0503,91110113685765275Q,45260
无公害,,100,蔬菜种植,顺义区,肖**,企业,北京康源益品种植有限公公司,E113108000000014,种植业,其他,***2592,91110113MA01FPRK39,45260
无公害,,,蔬菜种植,顺义区,肖**,企业,北京康源益品种植有限公公司,E113108000000014,种植业,其他,***2592,91110113MA01FPRK39,45629
无公害,,,蔬菜种植加工,顺义区,李**,企业,北京高天顺农业生态科技有限公司,E113108000000016,种植业,其他,***2986,911101137921492324,45762
无公害,,160,蔬菜种植加工,顺义区,李**,企业,北京高天顺农业生态科技有限公司,E113108000000016,种植业,其他,***2986,911101137921492324,45260
无公害,,,养殖,顺义区,李**,企业,北京盛普建设工程有限公司垂钓园,E113109000000002,水产业,其他,***5035,/,44064
无公害,,,养殖,顺义区,李**,企业,北京松花湖垂钓服务有限公司,E113109000000008,水产业,其他,***7904,/,44064
无公害,30.0,18000.09,养殖,顺义区,李**,企业,北京松花湖垂钓服务有限公司,E113109000000008,渔业,其他,***7904,,45549
无公害,,400,蔬菜种植,顺义区,李**,企业,北京源生健生态农业有限公司,E113109000000011,种植业,其他,***5302,9111011369167496X1,43385
无公害,,,蔬菜种植,顺义区,李**,企业,北京源生健生态农业有限公司,E113109000000011,种植业,其他,***5302,9111011369167496X1,45549
无公害,,120,蔬菜种植,顺义区,刘**,企业,北京美田有馨科技有限公司,E113109000000013,种植业,其他,***1106,/,44511
无公害,,,蔬菜种植,顺义区,刘**,企业,北京美田有馨科技有限公司,E113109000000013,种植业,其他,***1106,,45553
无公害,500.0,4600.000.00,畜禽养殖,顺义区,朱**,企业,北京益奥源养殖有限公司,E113109000000016,畜牧业,其他,***9556,91110113059213692L,45549
无公害,,,畜禽养殖,顺义区,朱**,企业,北京益奥源养殖有限公司,E113109000000016,畜牧业,其他,***9556,91110113059213692L,43385
无公害,,,畜禽养殖,顺义区,王**,企业,北京顺鑫农业股份有限公司小店畜禽良种场,E113109000000017,畜牧业,其他,***6141,911101131025042185,43385
无公害,80.0,,蔬菜种植,顺义区,李**,企业,北京纯然生态科技有限公司,E113109000000020,种植业,其他,***0900,91110113678242951G,43385
无公害,,,蔬菜种植,顺义区,李**,企业,北京纯然生态科技有限公司,E113109000000020,种植业,其他,***0900,91110113678242951G,45553
无公害,75.0,19980,其他(渔业),顺义区,王**,企业,北京绿康园养殖场,E113110000000003,渔业,其他,***3280,,45239
无公害,,,其他(渔业),顺义区,王**,企业,北京绿康园养殖场,E113110000000003,水产业,其他,***3280,/,45239
无公害,80.0,26680,养殖,顺义区,朱**,企业,北京朱民垂钓园,E113110000000004,渔业,其他,***0200,v6311669-5,45239
无公害,200.0,110,蔬菜种植,顺义区,邢**,企业,北京海龙兴园林工程有限公司,E113110000000009,种植业,其他,***5877,91110113756002372A,45239
无公害,,,蔬菜种植,顺义区,邢**,企业,北京海龙兴园林工程有限公司,E113110000000009,种植业,其他,***5877,91110113756002372A,45239
无公害,,,蔬菜种植,顺义区,刘**,企业,北京市浮士德生态农庄有限公司,E113110000000011,种植业,其他,***6075,91110113057313374x,45629
无公害,25.75,195,蔬菜种植,顺义区,高**,企业,北京市浮士德生态农庄有限公司,E113110000000011,种植业,其他,***9895,91110113057313374x,45239
无公害,601.2,4008,畜禽养殖,顺义区,高**,企业,北京市龙湾屯四发种猪场,E113111000000014,畜牧业,其他,***4339,92110113L2054848X1,45505
无公害,601.2,4008,畜禽养殖,顺义区,高**,企业,北京市龙湾屯四发种猪场,E113111000000014,畜牧业,其他,***4339,92110113L2054848X1,45505
无公害,9.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场史中坞村,E113111209000001,种植业,其他,***7021,911********XX,45505
无公害,,,垂钓,顺义区,景**,企业,北京海清琦种植园,E113112000000002,水产业,其他,***4827,/,45210
无公害,,650,蔬菜种植,顺义区,孙**,企业,北京旭万稼农业技术开发有限公司,E113112000000004,种植业,其他,***8177,91110113335538056B,44867
无公害,,50,蔬菜种植,顺义区,战**,企业,北京爱农天地农业有限公司,E113112000000009,种植业,其他,***7989,/,44827
无公害,,260,蔬菜种植,顺义区,聂**,企业,北京绿富田园农业发展有限公司,E113112000000013,种植业,其他,***7404,91110113696325806M,44811
无公害,900.0,5000,畜禽养殖,顺义区,陈**,企业,北京精正缘农业发展有限公司,E113112000000016,畜牧业,其他,***8822,9111011367663322XR,44039
无公害,0.0,6.2,蔬菜种植,顺义区,聂**,企业,北京水云天采摘园,E113112000000017,种植业,其他,***7404,110113600597565,43980
无公害,,,蔬菜种植,顺义区,张**,企业,北京水云天采摘园,E113112000000017,种植业,其他,***1259,110113600597565,45602
无公害,100.0,30,蔬菜种植,顺义区,王**,企业,北京农家宜农业科技有限公司,E113112000000018,种植业,其他,***3753,/,45210
无公害,,,养殖,顺义区,才**,企业,北京才克海仓储服务有限公司,E113113000000001,水产业,其他,***9394,/,44511
无公害,15.0,13333.4,养殖,顺义区,才**,企业,北京才克海仓储服务有限公司,E113113000000001,渔业,其他,***9394,,44511
无公害,100.0,,蔬菜种植,顺义区,邹**,企业,北京七彩佳合花卉有限公司,E113115000000006,种植业,其他,***1935,91110113681243197P,44867
无公害,,,蔬菜种植,顺义区,邹**,企业,北京七彩佳合花卉有限公司,E113115000000006,种植业,其他,***1935,91110113681243197P,45644
无公害,,,养殖,顺义区,王**,企业,北京利园养鱼场,E113116000000003,水产业,其他,***7664,/,43802
无公害,100.0,243000,养殖,顺义区,王**,企业,北京利园养鱼场,E113116000000003,渔业,其他,***7664,,43802
无公害,0.5,2,其他(种植),顺义区,杨**,企业,北京市北郎中果品产销中心,E113116000000011,种植业,其他,***7500,911101137786374327,43801
无公害,,,其他(种植),顺义区,杨**,企业,北京市北郎中果品产销中心,E113116000000011,种植业,其他,***7500,911101137786374327,43801
无公害,,,养殖,昌平区,寇**,企业,北京军越闻来水产养殖专业合作社,E114003000000004,水产业,其他,***7838,93110114306659502P,44865
无公害,,,蔬菜种植,昌平区,徐**,企业,北京蓝天绿都农业生态园有限公司,E114003000000006,种植业,其他,***5218,,44865
无公害,35.0,65,蔬菜种植,昌平区,徐**,企业,北京蓝天绿都农业生态园有限公司,E114003000000006,种植业,其他,***5218,/,44865
无公害,200.0,48,蔬菜种植,昌平区,王**,企业,北京秀花农家乐旅游观光园,E114003000000007,种植业,其他,***7077,/,44865
无公害,,,蔬菜种植,昌平区,刘**,企业,北京祥佳瑞科贸有限公司,E114003000000009,种植业,其他,***3710,91110114MA01AH5007,45538
无公害,,90,其他(种植),昌平区,张**,企业,北京明营园城市环境管理有限公司,E114003000000010,种植业,其他,***6866,/,44865
无公害,,,其他(种植),昌平区,关**,企业,北京三和汇发商贸有限责任公司,E114003000000010,种植业,其他,***8038,9111011468510686XU,45575
无公害,2000.0,450,畜禽养殖,昌平区,金**,企业,中国农业机械化科学研究院北京农机试验站,E114004000000002,畜牧业,其他,***9472,91110114756724033N,45223
无公害,,,蔬菜种植,昌平区,程**,企业,一分地农业科技发展（北京）有限公司,E114004000000005,种植业,其他,***2851,911101140514376835,45756
无公害,55.0,85,蔬菜种植,昌平区,阮**,企业,一分地农业科技发展（北京）有限公司,E114004000000005,种植业,其他,***9288,/,44495
无公害,,,蔬菜种植,昌平区,陈**,企业,北京旧县老牛生态农庄,E114005000000002,种植业,其他,***6522,,45077
无公害,,36,蔬菜种植,昌平区,陈**,企业,北京旧县老牛生态农庄,E114005000000002,种植业,其他,***6522,/,45077
无公害,,,养殖,昌平区,韩**,企业,北京金润龙水产技术有限责任公司,E114110000000001,水产业,其他,***2323,91110114796714593R,45252
无公害,,65,粮经作物生产,昌平区,谭**,企业,君知雨生态农业有限公司,E114110000000002,种植业,其他,***5512,91110114L28723684K,42622
无公害,,,粮经作物生产,昌平区,章**,企业,北京添胜物业管理有限责任公司,E114110000000003,种植业,其他,***9161,91110113663735673H,45621
无公害,,10,粮经作物生产,昌平区,李**,企业,北京御汤山农业生态园有限公司,E114110000000003,种植业,其他,***6077,91110113663735673H,42625
无公害,,10,粮经作物生产,昌平区,王**,企业,北京御林汤泉农庄,E114110000000005,种植业,其他,***7755,110114600650513,42622
无公害,,,粮经作物生产,昌平区,王**,企业,北京御林汤泉农庄,E114110000000005,种植业,其他,***7755,110114600650513,42622
无公害,,,养殖,昌平区,扬**,企业,北京添胜物业管理有限公司,E114110000000006,水产业,其他,***3512,/,45271
无公害,4.0,22666.78,养殖,昌平区,扬**,企业,北京添胜物业管理有限公司,E114110000000006,渔业,其他,***3512,,45271
无公害,,660,蔬菜种植,昌平区,周**,企业,北京市小汤山地区地热开发公司,E114110000000011,种植业,其他,***8996,9111011410265577XP,42622
无公害,,150,蔬菜种植,昌平区,齐**,企业,虫乐农庄,E114110000000012,种植业,其他,***6930,/,42625
无公害,,8,粮经作物生产,昌平区,王**,企业,北京万氏草莓种植发展有限公司,E114110000000015,种植业,其他,***6762,9111011469774656D,44495
无公害,,15,粮经作物生产,昌平区,刘**,企业,北京绿泉鑫源农业发展有限公司,E114110000000017,种植业,其他,***6913,91110114L33934259G,42625
无公害,,,粮经作物生产,昌平区,吴**,企业,北京天泉绿源种植专业合作社,E114110000000019,种植业,其他,***0548,,44827
无公害,,,蔬菜种植,昌平区,张**,企业,北京鑫梦缘农业有限公司,E114110000000023,种植业,其他,***7981,,45271
无公害,,40,蔬菜种植,昌平区,张**,企业,北京鑫梦缘农业有限公司,E114110000000023,种植业,其他,***7981,/,45271
无公害,,53,蔬菜种植,昌平区,邓**,企业,北京欢适园农业种植专业合作社,E114110000000025,种植业,其他,***7121,93110114571217086E,42652
无公害,,400,蔬菜种植,昌平区,谭**,企业,北京君知雨生态农业有限公司,E114110000000027,种植业,其他,***5512,91110114L28723684K,42625
无公害,,,蔬菜种植,昌平区,谭**,企业,北京君知雨生态农业有限公司,E114110000000027,种植业,其他,***5512,91110114L28723684K,42625
无公害,10.0,12,蔬菜种植,昌平区,王**,企业,汤山百年绿源（北京）农业有限公司,E114111000000002,种植业,其他,***9951,91110114686910833F,44495
无公害,,,蔬菜种植,昌平区,王**,企业,汤山百年绿源（北京）农业有限公司,E114111000000002,种植业,其他,***9951,91110114686910833F,44495
无公害,,,食用菌生产,昌平区,付**,企业,北京美佳兴业贸易有限公司,E114111000000003,种植业,其他,***0327,911101148026528281,44495
无公害,,1500,食用菌生产,昌平区,付**,企业,北京美佳兴业贸易有限公司,E114111000000003,种植业,其他,***0327,911101148026528281,44495
无公害,300.0,280,蔬菜种植,昌平区,侯**,企业,北京华耐农业发展有限公司,E114111000000005,种植业,其他,***0343,911101147868651605,44495
无公害,,,蔬菜种植,昌平区,李**,企业,北京拉森农业发展有限公司,E114111000000006,种植业,其他,***4133,911101143443659943,44501
无公害,5.0,5,蔬菜种植,昌平区,李**,企业,北京拉森农业发展有限公司,E114111000000006,种植业,其他,***4133,911101143443659943,44501
无公害,15.0,15,粮经作物生产,昌平区,侯**,企业,北京华耐农业发展有限公司,E114111000000008,种植业,其他,***0343,911101147868651605,44495
无公害,,,粮经作物生产,昌平区,侯**,企业,北京华耐农业发展有限公司,E114111000000008,种植业,其他,***0343,911101147868651605,44495
无公害,,,蔬菜种植,昌平区,于**,企业,北京友仁生态农业有限责任公司,E114111000000009,种植业,其他,***2656,9111011468124077T,44495
无公害,15.0,10,蔬菜种植,昌平区,于**,企业,北京友仁生态农业有限责任公司,E114111000000009,种植业,其他,***2656,9111011468124077T,44495
无公害,10.0,13340,养殖,昌平区,许**,企业,北京市南庄营福玲淡水鱼养殖场,E114112000000003,渔业,其他,***0653,,45268
无公害,,,养殖,昌平区,许**,企业,北京市南庄营福玲淡水鱼养殖场,E114112000000003,水产业,其他,***0653,/,45268
无公害,7.0,13340,养殖,昌平区,李**,企业,北京市昌平区李家鱼场,E114112000000011,渔业,其他,***7155,,45268
无公害,,,养殖,昌平区,李**,企业,北京市昌平区李家鱼场,E114112000000011,水产业,其他,***7155,/,45268
无公害,,,蔬菜种植,昌平区,隋**,企业,北京四季青山有机农业发展有限公司,E114112000000013,种植业,其他,***0171,,45223
无公害,20.0,80,蔬菜种植,昌平区,隋**,企业,北京四季青山有机农业发展有限公司,E114112000000013,种植业,其他,***0171,/,45223
无公害,,15.5,蔬菜种植,昌平区,张**,企业,北京崔村天佑园果蔬种植基地,E114112000000015,种植业,其他,***2218,/,45223
无公害,,,蔬菜种植,昌平区,张**,企业,北京崔村天佑园果蔬种植基地,E114112000000015,种植业,其他,***2218,,45223
无公害,,,垂钓,昌平区,史**,企业,北京平瑞商贸公司农业科技园,E114112000000018,水产业,其他,***1159,/,45268
无公害,,,养殖,昌平区,李**,企业,北京崔村众生缘渔场,E114112000000020,水产业,其他,***1739,/,45268
无公害,,,粮经作物生产,昌平区,付**,企业,圣硕佳源（北京）有机农业发展有限公司,E114112000000022,种植业,其他,***9116,,45223
无公害,,10,粮经作物生产,昌平区,付**,企业,圣硕佳源（北京）有机农业发展有限公司,E114112000000022,种植业,其他,***9116,/,45223
无公害,20.0,22011,养殖,昌平区,马**,企业,北京崔村粮水全养殖场,E114112000000025,渔业,其他,***7286,,45223
无公害,,,养殖,昌平区,马**,企业,北京崔村粮水全养殖场,E114112000000025,水产业,其他,***7286,/,45223
无公害,,,蔬菜种植,昌平区,王**,企业,北京众泰腾达科技发展有限公司,E114113000000012,种植业,其他,***7778,,45250
无公害,20.0,100,蔬菜种植,昌平区,王**,企业,北京众泰腾达科技发展有限公司,E114113000000012,种植业,其他,***7778,/,45250
0,0.0,,畜禽养殖,昌平区,刘**,企业,特禽养殖中心,E114113000000013,畜牧业,其他,***0859,/,43280
0,100.0,100,蔬菜种植,昌平区,朱**,企业,北京士旭种植中心,E114113000000014,种植业,其他,***2762,/,43280
无公害,,120,蔬菜种植,昌平区,刘**,企业,北京龙辉世纪农业发展有限,E114113000000016,种植业,其他,***4895,/,45250
无公害,,,蔬菜种植,昌平区,刘**,企业,北京龙辉世纪农业发展有限,E114113000000016,种植业,其他,***4895,,45250
无公害,,,蔬菜种植,昌平区,杨**,企业,北京奕如鸿天科技发展有限公司,E114116000000002,种植业,其他,***8283,911101145712027143,45268
无公害,,12.5,蔬菜种植,昌平区,杨**,企业,北京奕如鸿天科技发展有限公司,E114116000000002,种植业,其他,***8283,911101145712027143,45268
无公害,,32,蔬菜种植,昌平区,梁**,企业,北京新茂源种养殖基地,E114116000000005,种植业,其他,***7658,92110114L33907947C,45268
无公害,,,养殖,昌平区,丰**,企业,北京香屯宝盛溏养渔场,E114116000000011,水产业,其他,***2237,L2866497-2,45077
无公害,,,粮经作物生产,昌平区,张**,企业,北京京郊兴寿草莓基地,E114116000000012,种植业,其他,***6143,92110114L44724855E,45268
无公害,,120,粮经作物生产,昌平区,张**,企业,北京京郊兴寿草莓基地,E114116000000012,种植业,其他,***6143,92110114L44724855E,45268
无公害,,43.6,蔬菜种植,昌平区,史**,企业,北京天润园农业发展有限公司,E114116000000013,种植业,其他,***5507,/,45268
无公害,2000.0,500,畜禽养殖,昌平区,何**,企业,北京三石奶牛场有限公司,E114118000000001,畜牧业,其他,***1300,91110114L11336434Q,45268
无公害,2000.0,500,畜禽养殖,昌平区,周**,企业,北京三石奶牛场有限公司,E114118000000001,畜牧业,其他,***4673,91110114L11336434Q,45623
无公害,0.5,,蔬菜种植,昌平区,王**,企业,北京态福食用菌有限公司,E114118000000005,种植业,其他,***3109,9111011467824085XH,43788
无公害,40.0,,蔬菜种植,昌平区,于**,企业,北京园霖昌顺农业有限责任公司,E114118000000007,种植业,其他,***1836,91110114057393028G,43788
无公害,,,养殖,昌平区,崔**,企业,北京十三陵首华蟒山农业科技有限公司,E114119000000010,水产业,其他,***1237,110114016344132,43965
无公害,,,垂钓,昌平区,牛**,企业,北京腾飞三龙养殖有限责任公司,E114119000000011,水产业,其他,***7939,9111011472266127X4,43965
无公害,,,蔬菜种植,大兴区,李**,企业,北京首通田园农业发展有限公司,E115103000000004,种植业,其他,***8338,,44831
无公害,,,蔬菜种植,大兴区,刘**,企业,北京亦庄绿得金种养殖有限公司,E115103000000010,种植业,其他,***7028,91110115802886958H,44831
无公害,,,蔬菜种植,大兴区,刘**,企业,北京信采种养殖有限公司,E115104000000001,种植业,其他,***5262,91110115739387362E,45791
无公害,,1000,蔬菜种植,大兴区,刘**,企业,北京信采种养殖有限公司,E115104000000001,种植业,其他,***5262,91110115739387362E,45246
无公害,,,蔬菜种植,大兴区,孙**,企业,绿园春农业科技发展（北京）有限公司,E115104000000003,种植业,其他,***9788,91110115MA0061CU4G,43796
无公害,,5000,蔬菜种植,大兴区,孙**,企业,绿园春农业科技发展（北京）有限公司,E115104000000003,种植业,其他,***9788,91110115MA0061CU4G,43796
无公害,,,蔬菜种植,大兴区,王**,企业,北京田园一农农业科技发展有限公司,E115105000000007,种植业,其他,***1349,91110115679647029L,45251
无公害,87.0,150,蔬菜种植,大兴区,王**,企业,北京田园一农农业科技发展有限公司,E115105000000007,种植业,其他,***1349,91110115679647029L,45251
无公害,,140,蔬菜种植,大兴区,宋**,企业,北京泽青长瑞农业科技发展有限公司,E115106000000001,种植业,其他,***6085,91110115L53888480N,45261
无公害,,,蔬菜种植,大兴区,崔**,合作社,北京伍各庄益农农业专业合作社,E115106000000002,种植业,其他,***6611,9311011556746149XF,45750
无公害,430.0,500,蔬菜种植,大兴区,崔**,合作社,北京伍各庄益农农业专业合作社,E115106000000002,种植业,其他,***6611,9311011556746149XF,45519
无公害,500.0,400,蔬菜种植,大兴区,辛**,企业,北京田园鑫盛农业有限公司,E115106000000007,种植业,其他,***9299,91110115565768674F,45170
无公害,100.0,200,蔬菜种植,大兴区,孙**,企业,北京盛世杰农业发展有限公司,E115110000000004,种植业,其他,***8472,91110115096278428R,44833
无公害,,,蔬菜种植,大兴区,孙**,企业,北京盛世杰农业发展有限公司,E115110000000004,种植业,其他,***8472,91110115096278428R,44833
无公害,,,蔬菜种植,大兴区,陈**,企业,北京立春农业科技有限公司,E115110000000005,种植业,其他,***4417,911101153063571688,44833
无公害,15.0,200,蔬菜种植,大兴区,陈**,企业,北京立春农业科技有限公司,E115110000000005,种植业,其他,***4417,911101153063571688,44833
无公害,,,食用菌生产,大兴区,江**,企业,北京维得鲜农业技术发展有限公司,E115111000000001,种植业,其他,***2203,,45253
无公害,11.4,26000,畜禽养殖,大兴区,韩**,企业,北京长子营泰丰养殖场,E115111000000002,畜牧业,其他,***5369,,45253
无公害,,,蔬菜种植,大兴区,许**,企业,北京京农智慧农业有限公司,E115111231000001,种植业,其他,***6513,91110115MA008D6JXQ,45785
无公害,,,蔬菜种植,怀柔区,徐**,企业,北京三岔口彤瑞瑀晟种植专业合作社,E116000000000005,种植业,其他,***3193,,45628
无公害,,,蔬菜种植,怀柔区,杨**,企业,北京同庆农业发展有限公司,E116000000000008,种植业,其他,***6138,,45628
无公害,,,蔬菜种植,怀柔区,李**,企业,北京市怀柔区宝山镇菜树甸村股份合作社,E116000000000009,种植业,其他,***1719,,45628
无公害,,62,蔬菜种植,怀柔区,孟**,企业,北京海之军种植园,E116003000000001,种植业,其他,***2440,/,44116
无公害,,,蔬菜种植,怀柔区,孟**,企业,北京海之军种植园,E116003000000001,种植业,其他,***2440,,44116
无公害,,100,蔬菜种植,怀柔区,贾**,企业,北京振兴绿洲环保工程有限责任公司,E116003000000002,种植业,其他,***2292,/,44116
无公害,,,,怀柔区,杨**,企业,北京树江双利双园采摘园,E116003000000003,种植业,其他,***0017,,44652
无公害,,31.5,蔬菜种植,怀柔区,郭**,企业,北京琴勇商贸中心,E116103000000005,种植业,其他,***1666,/,44116
无公害,,,蔬菜种植,怀柔区,郭**,企业,北京琴勇商贸中心,E116103000000005,种植业,其他,***1666,,44116
无公害,,,粮经作物生产,怀柔区,孙**,企业,北京联科丰种植专业合作社,E116103000000006,种植业,其他,***0195,,44116
无公害,,150,粮经作物生产,怀柔区,孙**,企业,北京联科丰种植专业合作社,E116103000000006,种植业,其他,***0195,/,44116
无公害,,200,蔬菜种植,怀柔区,刘**,企业,北京中农坤威农业技术开发有限公司,E116103000000007,种植业,其他,***3252,/,44512
无公害,,,蔬菜种植,怀柔区,刘**,企业,北京中农坤威农业技术开发有限公司,E116103000000007,种植业,其他,***3252,,44512
无公害,,206,蔬菜种植,怀柔区,付**,企业,北京事成顺达种植用限公司,E116103000000008,种植业,其他,***8967,91110116556897327P,44116
无公害,,,蔬菜种植,怀柔区,付**,企业,北京事成顺达种植用限公司,E116103000000008,种植业,其他,***2147,91110116556897327P,44116
无公害,,,蔬菜种植,怀柔区,王**,企业,北京寒冬绿野农业科技有限公司,E116105000000001,种植业,其他,***7377,,44116
无公害,,361,蔬菜种植,怀柔区,王**,企业,北京寒冬绿野农业科技有限公司,E116105000000001,种植业,其他,***7377,/,44116
无公害,,,蔬菜种植,怀柔区,冯**,企业,北京华茂四季农业科技发展有限公司,E116105000000002,种植业,其他,***6053,91110116663736553C,44116
无公害,,4,蔬菜种植,怀柔区,冯**,企业,北京华茂四季农业科技发展有限公司,E116105000000002,种植业,其他,***6053,91110116663736553C,44116
无公害,,,蔬菜种植,怀柔区,郭**,企业,北京京林绿色科技有限公司,E116105000000003,种植业,其他,***2526,,44116
无公害,,315,蔬菜种植,怀柔区,郭**,企业,北京京林绿色科技有限公司,E116105000000003,种植业,其他,***2526,/,44116
无公害,,,粮经作物生产,怀柔区,王**,企业,北京达明种植专业合作社,E116105000000005,种植业,其他,***7259,,44512
无公害,1200.0,,粮经作物生产,怀柔区,王**,企业,北京达明种植专业合作社,E116105000000005,种植业,其他,***7259,/,44512
无公害,145.0,20000,养殖,怀柔区,沈**,企业,北京顺通虹鳟鱼养殖中心,E116108000000001,渔业,其他,***1342,9111011610258959XW,45245
无公害,,,养殖,怀柔区,沈**,企业,北京顺通虹鳟鱼养殖中心,E116108000000001,水产业,其他,***1342,9111011610258959XW,45245
无公害,,,养殖,怀柔区,张**,企业,北京天源渔港农庄有限公司,E116109000000007,水产业,其他,***3463,91110116717754029A,44063
无公害,20.0,10000,养殖,怀柔区,张**,企业,北京天源渔港农庄有限公司,E116109000000007,渔业,其他,***3463,91110116717754029A,44063
