数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
个体工商户,北京东方丽韵发型设计室,92110116MA00GXUH4E,,,,,,李冬梅,5.89507E+13,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/15,2099/12/31,2023/5/14,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
企业,北京百厚丰商贸有限公司,92110116L15448599F,,,,,,葛桂芝,2.58927E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京友莉赢理发店,00000000000000000X,1.10117E+14,,,,,刘玉兰,7.58933E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/13,2099/12/31,2023/5/12,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京兆丰双福理发店,92110116MA00G5Y986,,,,,,刘楠,5.89507E+13,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/15,2099/12/31,2023/5/14,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京华枫飘逸理发店,00000000000000000X,1.10117E+14,,,,,张晓磊,5.58944E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/14,2099/12/31,2023/5/13,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
企业,北京美好利群洗衣有限公司,92110116MA00NM5L6F,,,,,,王怀红,1.58934E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/13,2099/12/31,2023/5/12,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京春海温情旅店,92110116MA00D52Q7C,,,,,,李廷轩,5.58935E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/13,2099/12/31,2023/5/12,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京卫霞理发店,00000000000000000X,1.10117E+14,,,,,孙卫霞,6.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
企业,北京鑫玥翔鹤美容美发有限公司,91110116MA00FWFL3E,,,,,,武立平,5.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京芳秀逸理发店,92110116MA01PFYJ7D,,,,,,刘芳,1.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京强梅理发店,92110116L85158191E,,,,,,李春强,7.58942E+14,公共场所卫生管理条例实施细则》第十四条、《公共场所卫生管理条例实施细则》第二十五条第三款,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,公共场所卫生管理条例实施细则》第三十六条第（二）项、《公共场所卫生管理条例实施细则》第三十七条第（八）项,警告,警告,,,,2020/5/14,2099/12/31,2023/5/13,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京剪约丽美美发店,92110116MA01621TXK,,,,,,刘强,5.58942E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/14,2099/12/31,2023/5/13,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
企业,北京路冠沥青制品有限公司怀柔厂,9111011668197167XC,,,,,,杨海波,京怀职卫[2020]002号,《中华人民共和国职业病防治法》第三十五条第一款、《用人单位职业健康监护监督管理办法》第八条第一款、第十一条第（一）项、第十三条,用人单位未按照规定组织上岗前、在岗期间和离岗时的职业健康检查,《中华人民共和国职业病防治法》第七十一条第（四）项、《用人单位职业健康监护监督管理办法》第二十七条第（一）项,罚款,警告、罚款50000元,5,,,2020/5/11,2099/12/31,2023/5/10,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京发随我动理发店,00000000000000000X,1.10117E+14,,,,,黄建国,9.58927E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京江南雨点儿理发店,00000000000000000X,1.10117E+14,,,,,魏学伶,3.58935E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/13,2099/12/31,2023/5/12,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京达拉丝理发店,92110116MA01BCRU8T,,,,,,娄永康,3.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京凯美丽人美容院,92110116MA00D53356,,,,,,王永琴,3.58942E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/14,2099/12/31,2023/5/13,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京伊美客秀美发店,92110116MA00BLMT1L,,,,,,曹丹丹,7.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
个体工商户,北京初心生辉理发店,92110116MA01HBA20A,,,,,,贾海元,8.58925E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/12,2099/12/31,2023/5/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月19日
企业,北京沃绿洁环保工程有限公司,91110116746122899R,,,,,,武建刚,5.58979E+14,《北京市生活饮用水卫生监督管理条例》第七条第（十一）项,自备水源供水过程中水质消毒设备没有正常运转,《北京市生活饮用水卫生监督管理条例》第二十一条第（三）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
企业,北京御福龙泉农庄有限责任公司,911101167877842073,,,,,,王继福,5.58978E+14,《北京市生活饮用水卫生监督管理条例》第七条第（五）项,自备水源井泵房无安全防护门,《北京市生活饮用水卫生监督管理条例》第二十一条第（三）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京刘晓丽理发店,00000000000000000X,1.10117E+14,,,,,刘晓丽,2.58978E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京昕美霞姿理发店,00000000000000000X,1.10117E+14,,,,,周富侠,2.58978E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京丛艳阁理发店,92110116MA00DHXG5X,,,,,,丛艳阁,9.58977E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京容光焕发理发店,92110116MA015WCB9Q,,,,,,刘崇龙,2.58977E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京魅力文萍理发店,92110116MA015XKN07,,,,,,于文苹,5.89786E+13,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京凤霞兴盛商店,92110116MA00EKUW0M,,,,,,孙凤霞,6.58978E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京春苗靓丽理发店,92110116MA00RLQX7P,,,,,,范春苗,9.58977E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
个体工商户,北京富乐金伶理发店,00000000000000000X,1.10117E+14,,,,,杨金伶,5.58979E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/5/18,2099/12/31,2023/5/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年5月26日
企业,北京前程科技有限公司富乐中医诊所,91110116MA005YMX77,,,,,,郭延存,京怀卫医罚【2020】002号,《处方管理办法》第四十七条、《医疗机构管理条例》第二十八条,使用未取得处方权的人员开具处方,《处方管理办法》第五十四条第（一）项、《医疗机构管理条例》第四十八条、《医疗机构管理条例实施细则》第八十一条第一款,罚款,罚款3000元,0.3,,,2020/5/26,2099/12/31,2023/5/25,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月2日
企业,北京市怀柔区琉璃庙镇卫生院（北京市怀柔区琉璃庙镇社区卫生服务中心）八亩地社区卫生服务站,12110227400995131C,,,,,,陈静静,1.59055E+14,《医疗废物管理条例》第十二条，《医疗卫生机构医疗废物管理办法》第二十四条,未对医疗废物进行登记的　,《医疗废物管理条例》第四十五条第（四）项，《医疗卫生机构医疗废物管理办法》第三十九条第（三）项,警告,警告,,,,2020/5/27,2099/12/31,2023/5/26,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月2日
企业,北京市名居宾馆有限公司,91110116576923799F,,,,,,郑昌勇,3.591E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/1,2099/12/31,2023/5/31,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
个体工商户,北京桃园理发店,92110116MA01MTDXXC,,,,,,史美红,5.59115E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/3,2099/12/31,2023/6/2,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
企业,北京百合佳睦宾馆有限公司,91110116330333852F,,,,,,王丽华,8.591E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/1,2099/12/31,2023/5/31,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
个体工商户,北京胜美梦莲理发店,00000000000000000X,1.10117E+14,,,,,王国英,3.59098E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/1,2099/12/31,2023/5/31,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
个体工商户,北京蓝芳艺品轩理发中心,92110116L71595163A,,,,,,徐飞,京怀卫医罚【2020】003号,《医疗机构管理条例》第二十四条,未取得《医疗机构执业许可证》擅自执业的,《医疗机构管理条例》第四十四条，《医疗机构管理条例实施细则》第七十七条,罚款,罚款5000元、没收药品器械,0.5,,,2020/6/1,2099/12/31,2023/5/31,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
企业,北京飘廊美发有限公司第一分公司,91110116MA00G2CY4N,,,,,,孙晓婷,2.59126E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/4,2099/12/31,2023/6/3,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
个体工商户,北京红娜理发店,92110116MA00PUKU8F,,,,,,张连友,3.59125E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/4,2099/12/31,2023/6/3,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
企业,北京丰华楼餐饮服务有限公司,91110116MA00E70A4J,,,,,,马仲振,京怀卫控罚【2020】004号,《北京市控制吸烟条例》第十三条第一款第（五）项,未对在禁止吸烟场所内的吸烟者予以劝阻,《北京市控制吸烟条例》第二十四条第（二）项,罚款,罚款5000元,0.5,,,2020/5/19,2099/12/31,2023/5/18,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
企业,北京无墙旅游文化有限公司,91110116MA017L6A3U,,,,,,黄建洪,3.59132E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/5,2099/12/31,2023/6/4,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
企业,北京路易美容美体有限公司,91110116MA01AY5M7D,,,,,,谭静,6.59125E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/4,2099/12/31,2023/6/3,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月9日
个体工商户,北京白如铮理发店,92110116MA01L8928Y,,,,,,白如铮,7.59169E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/9,2099/12/31,2023/6/9,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
企业,北京顺通虹鳟鱼养殖中心,9111011610258959XW,,,,,,沈希顺,5.59158E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/8,2099/12/31,2023/6/8,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
个体工商户,北京金生秋韵美容美发中心,92110116MA00KP8N3G,,,,,,钟金生,7.59184E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/11,2099/12/31,2023/6/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
企业,北京鸣谷旅游开发有限责任公司,91110116669147055T,,,,,,胡敬斌,8.59169E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/9,2099/12/31,2023/6/9,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
个体工商户,北京东庄仓储服务部,92110116MA00ECRC6R,,,,,,张立平,9.59186E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/11,2099/12/31,2023/6/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
个体工商户,北京杨乃泉诊所,92110116MA00FGP95W,,,,,,杨乃泉,7.59193E+14,《医疗废物管理条例》第十二条，《医疗卫生机构医疗废物管理办法》第二十四条,未对医疗废物进行登记的　,《医疗废物管理条例》第四十五条第（四）项，《医疗卫生机构医疗废物管理办法》第三十九条第（三）项,警告,警告,,,,2020/6/12,2099/12/31,2023/6/12,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
个体工商户,北京尚润雨秀美容院,92110116L70689141K,,,,,,赵玉红,6.59184E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/11,2099/12/31,2023/6/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
企业,北京天丝美容美发有限公司,91110116MA00BNE76A,,,,,,杨秀龙,7.59186E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/11,2099/12/31,2023/6/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
企业,北京幽谷神潭旅游开发有限公司,91110116102606388E,,,,,,王建军,7.59177E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求保洁。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/10,2099/12/31,2023/6/10,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月15日
企业,北京卧龙山庄旅游开发有限公司,911101167990130390,,,,,,蔡华进,京怀卫公罚【2020】004号,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,罚款,警告、罚款2000元,0.2,,,2020/6/15,2099/12/31,2023/6/15,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月22日
企业,北京妍美姿颜美容中心,91110116MA01949G68,,,,,,刘亚航,3.59236E+14,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求消毒。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,警告,警告,,,,2020/6/17,2099/12/31,2023/6/17,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月22日
个体工商户,北京王兆云中医诊所,00000000000000000X,1.10117E+14,,,,,王兆云,7.59324E+14,《中华人民共和国传染病防治法》第十五条第二款、第二十一条、第二十二条、第二十三条第二款,未按照规定承担本单位的传染病预防工作的,《中华人民共和国传染病防治法》第六十九条第（一）项,警告,警告,,,,2020/6/27,2099/12/31,2023/6/27,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年6月30日
企业,北京万星农副产品市场有限公司,91110116669919879J,,,,,,刘美麟,京怀卫水罚【2020】002号,《北京市生活饮用水卫生监督管理条例》第十条第一款,自备水源管理责任单位未取得生活饮用水卫生许可证供水,《北京市生活饮用水卫生监督管理条例》第二十一条第（二）项,罚款,警告、罚款5000元,0.5,,,2020/6/30,2099/12/31,2023/6/30,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年7月7日
企业,北京怀柔中唐医院,52110116560390705L,,,,,,周佳,京怀卫传罚【2020】001号,《消毒管理办法》第六条第二款,使用的一次性使用医疗用品用后没有及时进行无害化处理。,《消毒管理办法》第四十一条,罚款,罚款5000元,0.5,,,2020/7/21,2099/12/31,2023/7/21,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年7月29日
企业,梵科（北京）健康管理服务有限公司,91110116MA00BB2502,,,,,,徐强,京怀卫公罚[2020]006号,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗。,《公共场所卫生管理条例实施细则》第三十六条第（二）项,罚款,警告、罚款2000元,0.2,,,2020/8/6,2099/12/31,2023/8/6,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年8月11日
企业,百纳物业服务（北京）有限公司,91110101MA00AWFQ7G,,,,,,张刚义,京怀卫水罚【2020】003号,《北京市生活饮用水卫生监督管理条例》第十条第一款,二次供水管理责任单位未取得生活饮用水卫生许可证供水,《北京市生活饮用水卫生监督管理条例》第二十一条第（二）项,罚款,警告、罚款6000元,0.6,,,2020/8/10,2099/12/31,2023/8/10,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年8月18日
个体工商户,北京怀杨佳美理发店,92110116MA00QPFE73,,,,,,郭秀华,京怀卫公罚[2020]007号,《公共场所卫生管理条例》第八条，《公共场所卫生管理条例实施细则》第二十二条第二款,未取得卫生许可证擅自从事公共场所经营活动。,《公共场所卫生管理条例》第十四条第一款第（四）项，《公共场所卫生管理条例实施细则》第三十五条第一款,罚款,警告、罚款3000元,0.3,,,2020/9/27,2099/12/31,2023/9/27,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年10月10日
企业,北京北苑丰田汽车销售服务有限公司怀柔分公司,911101165621323634,,,,,,冯长路,京怀卫职罚[2020]004号,《中华人民共和国职业病防治法》第三十八条,用人单位安排未成年工从事接触职业病危害的作业,《中华人民共和国职业病防治法》第七十五条第（七）项,罚款,罚款50000元,5,,,2020/9/21,2099/12/31,2023/9/21,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年10月10日
企业,北京高洪梅诊所有限公司,92110116L58028850H,,,,,,高洪梅,京怀卫医罚[2020]008号,《医疗机构管理条例》第二十八条,任用非卫生技术人员从事医疗卫生技术工作。（医疗机构使用卫生技术人员从事本专业以外的诊疗活动的，按使用非卫生技术人员处理。）,《医疗机构管理条例》第四十八条，《医疗机构管理条例实施细则》第八十一条,罚款,罚款3000元,0.3,,,2020/10/21,2099/12/31,2023/10/21,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年10月27日
