决定书编号,处罚类别,处罚事由,处罚依据,纳税人名称,统一社会信用代码,组织机构代码,处罚结果,处罚生效期,处罚截止期,处罚机关,当前状态
京海一税罚202016,发票违法,丢失未开具的通用机打发票发票100份，发票代码：111001173051，发票号码：07131001-07131100,《中华人民共和国发票管理办法》第三十六条第二款,北京万泉天保堂医药有限公司,,673812249,罚款2000,2020/4/21,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,注销
京海三税罚202010,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，在2019年1月2019年7月期间存在虚报个人所得税身份信息冒用行为，虚列成本5600元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京译研网络信息技术有限公司,91110108MA00AWP67G,MA00AWP67,罚款2000,2020/4/21,2020/5/6,国家税务总局北京市海淀区税务局,正常
京海税罚2020201,发票违法,丢失北京市商业企业专用发票100份，发票代码：111000421011，发票号码：06081851-06081900；30879126-30879175；丢失北京市工商企业资金往来专用发票50份，发票代码：111000461011，发票号码：00207576-00207600 ；发票代码：111000561011，发票号码：01658376-01658400 ；丢失北京市商业企业专用发票25份，发票代码：111000521011，发票号码：24895301-24895325；丢失北京市商业企业专用发票50份，发票代码：111000421323，发票号码：6376001-6376050；丢失北京市商业企业专用发票50份，发票代码：111000321326，发票号码： 0670251-0670300；丢失北京市商业企业专用发票25份，发票代码：111000421321，发票号码：0409426-0409450 ；丢失北京市商业企业专用发票50份，发票代码：111000432322，发票号码：6777926-6777975 ；丢失增值税专用发票5份，发票代码：1100052140，发票号码：01769701-01769705,《中华人民共和国发票管理办法》第三十六条第二款,北京三佳网络科技发展有限公司,,600375826,罚款9000,2020/4/21,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,注销
京通四税罚202075,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，房产税 从价计征 2019-01-01至2019-06-30逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京市漷县海鹏百货店,,,罚款1000,2020/4/21,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京通四税罚202076,违反税收管理,"未按照规定期限办理纳税申报和报送纳税资料,2019-04-01至2019-06-30所属期间增值税未按期进行申报",《中华人民共和国税收征收管理法》第六十二条,北京谷瑞商店,92110112MA015P9430,,罚款1000,2020/4/21,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020200,发票违法,丢失增值税专用发票20份，发票代码：1100052140，发票号码：01769701-01769725 ,《中华人民共和国发票管理办法》第三十六条第二款,北京三佳网络科技发展有限公司,,600375826,罚款8000,2020/4/21,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,注销
京西税罚202027,发票违法,该单位2020年4月丢失2008版增值税普通发票（二联无金额限制版）全部联次25份，发票代码1100114620，发票号码05349391-05349415；丢失增值税专用发票（中文三联无金额限制版）全部联次20份，发票代码1100134140，发票号码10494626-10494645。详见《发票挂失/损毁报告表》及情况说明，涉嫌违反《中华人民共和国发票管理办法》第二十九条。,《中华人民共和国发票管理办法》第三十六条第二款,北京华科亚飞科技有限公司,,663130332,罚款9250,2020/5/12,2020/5/27,国家税务总局北京市西城区税务局,注销
京通税罚20208,发票违法,丢失发票，丢失增值税专用发票10份，发票代码：1100181130，发票号码：08761841-08761850。,《中华人民共和国发票管理办法》第三十六条第二款,北京隆华盛达工程机械租赁有限公司,91110112569494244M,569494244,罚款4000,2020/4/27,2020/5/12,国家税务总局北京市通州区税务局第一税务所（办税服务厅）,正常
京海税罚2020241,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019年1月至2019年3月期间存在虚报个人所得税身份信息冒用行为，虚列成本15000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京太奇发达科技有限公司,91110108766292852A,766292852,罚款5100,2020/4/29,2020/5/21,国家税务总局北京市海淀区税务局,正常
京海税罚2020250,违反税收管理,你企业在2017年12月-2018年4月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本16500元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京恒安日盛装饰工程有限公司,911101083064715342,306471534,罚款5000,2020/5/7,2020/5/25,国家税务总局北京市海淀区税务局,正常
京海税罚2020264,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019年1月至2019年10月期间存在个人所得税身份信息冒用行为，虚列成本36000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京智城联合土地规划设计有限公司,91110108MA00FBG94E,MA00FBG94,罚款5000,2020/5/9,2020/6/2,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京朝税罚202043,发票违法,"2018年2月7日声明丢失北京增值税专用发票250份,发票代码：1100072140,发票号码：00162051-00162300；北京增值税普通发票150份,发票代码：1100061620,发票号码：03070476-03070625；北京增值税普通发票100份,发票代码：1100061620,发票号码：10597751-10597850；北京增值税普通发票100份,发票代码：1100061620,发票号码：11751751-11751850；北京增值税普通发票100份,发票代码：1100061620,发票号码：13208901-13209000；北京增值税普通发票50份,发票代码：1100061620,发票号码：16670276-16670325；	北京市工业企业专用发票150份,发票代码：111000411011,发票号码：00102826-00102975；北京市工业企业专用发票150份,发票代码：111000511011,发票号码：00515776-00515925；北京市工业企业专用发票150份,发票代码：111000511011,发票号码：01621776-01621925；	北京市工业企业专用发票125份,发票代码：111000511011,发票号码：04090576-04090700；北京市工业企业专用发票150份,发票代码：111000511011,发票号码：04906076-04906225；北京市工商企业资金往来专用发票25份,发票代码：111000561011,发票号码：00874276-00874300；北京市外商投资企业销售商品专用发票100份,发票代码：111000321062,发票号码：0352951-0353050；北京市外商投资企业销售商品专用发票100份,发票代码：111000321062,发票号码：1019551-1019650；北京市外商投资企业销售商品专用发票100份,发票代码：111000321062,发票号码：1061476-1061575；北京市外商投资企业销售商品专用发票100份,发票代码：111000321062,发票号码：1544676-1544775；北京市外商投资企业销售商品专用发票100份,发票代码：111000421062,发票号码：0104901-0105000。",《中华人民共和国发票管理办法》第三十六条第二款,安治化工有限公司北京分公司,,X00005338,罚款30000,2020/4/28,2020/5/14,国家税务总局北京市朝阳区税务局第三税务所（办税服务厅）,正常
京朝一税罚20208,发票违法,"丢失北京增值税专用发票3份,发票代码：1100183130,发票号码：03744839-03744841	",《中华人民共和国发票管理办法》第三十六条第二款,北京点维建筑咨询有限公司,91110105560430703K,560430703,罚款1200,2020/4/21,2020/5/6,国家税务总局北京市朝阳区税务局第一税务所（办税服务厅）,正常
京海税罚2020247,违反税收管理,该企业在2016年9月-2019年11月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本49600元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京永盛基业装饰有限公司,911101086892412096,689241209,罚款6000,2020/5/7,2020/5/25,国家税务总局北京市海淀区税务局,正常
京西税罚202031,发票违法,该单位2020年3月丢失2016版增值税普通发票（二联折叠票）全部联次58份，发票代码011001800104，发票号码26948963-26949020。详见《发票挂失/损毁报告表》及情况说明，涉嫌违反《中华人民共和国发票管理办法》第二十九条。,《中华人民共和国发票管理办法》第三十六条第二款,北京爱迪动物医院有限公司,91110102089604889N,089604889,罚款2900,2020/5/15,2020/6/1,国家税务总局北京市西城区税务局,正常
京海三税罚202011,发票违法,丢失空白通用机打卷式发票100份，发票代码：111001173051，发票号码：11924501-11924600。,《中华人民共和国发票管理办法》第三十六条第二款,北京鼎兴惠众商贸有限责任公司,91110108582577431F,582577431,罚款2000,2020/4/22,2020/5/7,国家税务总局北京市海淀区税务局,注销
京朝税罚202049,违反税收管理,盗用个人信息申报劳务报酬所得个人所得税,《中华人民共和国税收征收管理法》第六十四条第一款,八爪鱼（北京）广告传媒有限公司,91110105078500929R,078500929,罚款10000,2020/5/9,2020/6/1,国家税务总局北京市朝阳区税务局第一税务所（办税服务厅）,正常
京海税罚2020254,发票违法,丢失空白北京市商业企业专用发票（万元版）125份，发票代码为111000921111，发票号码为13451676-13451800,《中华人民共和国发票管理办法》第三十六条第二款,北京平利民烟酒茶超市,91110108781746963C,781746963,罚款2500,2020/5/7,2020/5/29,国家税务总局北京市海淀区税务局,注销
京海税罚2020237,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019.12期间存在个人所得税身份信息冒用行为，共虚列成本25310元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京金海玉翻译有限责任公司,91110108741562932B,741562932,罚款5000,2020/4/29,2020/5/21,国家税务总局北京市海淀区税务局,正常
京海税罚2020359,违反税收管理,"该企业在2019年1月-2019年9月属期期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本42300元，根据《中华人民共和国税收征收管理法》第六十四条第一款的规定，纳税人、扣缴义务人编造虚假计税依据的,由税务机关责令限期改正，并对该企业处以5000元的罚款。",《中华人民共和国税收征收管理法》第六十四条第一款,北京赛亚文化传播有限公司,911101080612551466,061255146,罚款5000,2020/5/19,2020/6/5,国家税务总局北京市海淀区税务局,正常
京西税罚202028,发票违法,该单位2020年4月丢失2008版增值税普通发票（二联无金额限制版）全部联次71份，发票代码1100092620，发票号码02399651-02399721。详见《发票挂失/损毁报告表》及情况说明，涉嫌违反《中华人民共和国发票管理办法》第二十九条。,《中华人民共和国发票管理办法》第三十六条第二款,北京环球体验信息技术有限责任公司,91110102781738111K,781738111,罚款3550,2020/5/12,2020/5/27,国家税务总局北京市西城区税务局,清算
京海税罚2020244,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，2019年1月至2019年12月期间存在虚报个人所得税身份信息冒用行为，虚列成本110000元。,《中华人民共和国税收征收管理法》第六十四条第一款,中数图情（北京）科技有限公司,91110108357932142U,357932142,罚款12000,2020/5/7,2020/5/25,国家税务总局北京市海淀区税务局,正常
京海税罚2020272,发票违法,丢失商业企业专用发票1125份，发票代码：111000421011发票号码：06455701-06455775 ；发票代码：111000421323发票号码：0275851-0275925；发票代码：111000421011发票号码：10540251-10540325；发票代码：111000421011发票号码：29747801-29747875；发票代码：111000421011发票号码：41439176-41439250；发票代码：111000521011发票号码：01770401-01770475 ；发票代码：111000521011发票号码：04313951-04314025 ；发票代码：111000521011发票号码：20421576-20421650  ；发票代码：111000521011发票号码：24994601-24994675；发票代码：111000321323发票号码：5998676-5998750； 发票代码：111000421321发票号码：0347476-0347550 ； 发票代码：111000432322发票号码：6539701-6539775 ； 发票代码：111000321324发票号码：6402701-6402775 ；发票代码：111000321325发票号码：2802376-2802450；发票代码：111000321326发票号码：0229201-0229275,《中华人民共和国发票管理办法》第三十六条第二款,北京长丰益商贸中心,,739398109,罚款22500,2020/5/9,2020/6/2,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,注销
京兴四税罚20206,发票违法,丢失空白通用手工发票（三联千元版）50份，发票号码10874701-10874750,《中华人民共和国发票管理办法》第三十六条第二款,北京朝龙北方电缆销售中心,,L31142987,罚款1000,2020/4/28,2020/5/13,国家税务总局北京市大兴区税务局第四税务所,注销
京密一税罚20208,发票违法,丢失增值税专用发票3份，发票代码1100194160，发票号码00336852--00336854,《中华人民共和国发票管理办法》第三十六条第二款,北京门马文化传播有限公司,91110228352985288R,352985288,罚款1200,2020/4/28,2020/5/13,国家税务总局北京市密云区税务局第一税务所（办税服务厅）,正常
京海税罚2020189,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019年3月期间存在个人所得税身份信息冒用行为，虚列成本5000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京博亚恒泰科技有限公司,91110108051403125Y,051403125,罚款5000,2020/4/15,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京通四税罚202051,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,张永富,92110112MA00WHQDX3,,罚款200,2020/4/7,2020/4/22,国家税务总局北京市通州区税务局第四税务所,正常
京平税罚20203,发票违法,"你单位违反《中华人民共和国发票管理办法》第二十九条之规定，于2019年7月丢失“北京增值税专用发票”11份，发票代码为：1100184130，发票号码为：01178025，01178050,01178051,01178052,01178053,01178054,01178055，发票代码：1100191130，发票号码：06554111,06554112,06554113,06554114向税务机关书面报告。",《中华人民共和国发票管理办法》第三十六条第二款,北京世纪旺达运输有限公司,911101175732381125,573238112,罚款4400,2020/4/8,2020/4/23,国家税务总局北京市平谷区税务局第一税务所（办税服务厅）,正常
京朝税罚202038,发票违法,"丢失增值税专用发票9份,发票代码：1100152130,发票号码：01838842-01838850，声丢失2008版增值税普通发票45份,发票代码：1100151320,发票号码：19803056-19803100",《中华人民共和国发票管理办法》第三十六条第二款,北京悠广通广告有限公司,,339754098,罚款4500,2020/4/13,2020/4/28,国家税务总局北京市朝阳区税务局第三税务所（办税服务厅）,注销
京通四税罚202052,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京市聚美香酒楼,,,罚款200,2020/4/7,2020/4/22,国家税务总局北京市通州区税务局第四税务所,正常
京通四税罚202053,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京金景满天家用电器销售中心,92110112L287313181,,罚款200,2020/4/7,2020/4/22,国家税务总局北京市通州区税务局第四税务所,正常
京通四税罚202054,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-07-01至2019-09-30逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京相依晓月灶具销售部,92110112MA00M2N33A,,罚款1000,2020/4/8,2020/4/23,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020209,违反税收管理,该企业在2014年1月至2019年8月期间，存在冒用他人个人信息做个税明细申报行为（万娟娟、任鹏、郭敏、刘小平、赵欣5人），涉及虚列成本419005.28元,《中华人民共和国税收征收管理法》第六十四条第一款,北京未名合一环境设计院有限公司,91110108085501030X,085501030,罚款10000,2020/4/22,2020/5/8,国家税务总局北京市海淀区税务局,清算
京通一税罚20206,发票违法,未按规定保存、报送开具发票的数据  2018-12逾期未抄报,中华人民共和国发票管理办法第三十五条,北京安发盛和物业管理有限公司,91110112582529165E,582529165,罚款2000,2020/4/8,2020/4/23,国家税务总局北京市通州区税务局第一税务所（办税服务厅）,注销
京石税罚20201,发票违法,该单位于2020年03月01日丢失空白的增值税专用发票（中文三联无金额限制版）全部联次5份，发票代码：1100181130，发票号码：17901111-17901115；丢失2016版增值税普通发票（二联折叠票）全部联次4份，发票代码：011001800104，发票号码：22034632-220346351,《中华人民共和国发票管理办法》第三十六条第二款,泰昌保险销售有限公司北京市分公司,91110107MA007A5R50,MA007A5R5,罚款2080,2020/4/13 12:04:01,2020/4/28,国家税务总局北京市石景山区税务局,注销
