平谷城管执法局检查单公示（2021年第一季度）,,,,,,,,,,,,,,
区,检查单类型,检查时间,检查单号,检查对象类型,检查对象名称,责任主体单位性质,责任主体类别,责任主体名称,统一社会信用代码,检查对象地址,检查分类,检查结论,检查人,被检查人
平谷区,24.疫情防控常态化检查单,2021-03-30 09:45,京平城管024检2021010807,餐饮;餐馆,北京桃花泉民俗餐厅,本单位,个体工商户,北京桃花泉民俗餐厅,110226198808190086,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 09:35,京平城管010检2021010735,餐饮;餐馆,北京立平林小吃店,本单位,个体工商户,北京立平林小吃店,92110117L84343088Y,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-30 09:35,京平城管024检2021010806,餐饮;餐馆,北京立平林小吃店,本单位,个体工商户,北京立平林小吃店,92110117L84343088Y,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 09:25,京平城管010检2021010734,餐饮;餐馆,北京靠山吧民俗餐厅,本单位,个体工商户,北京靠山吧民俗餐厅,92110117MA00GHKU30,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-30 09:25,京平城管024检2021010805,餐饮;餐馆,北京靠山吧民俗餐厅,本单位,个体工商户,北京靠山吧民俗餐厅,92110117MA00GHKU30,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 09:15,京平城管010检2021010733,餐饮;餐馆,北京菊红发小吃店,本单位,个体工商户,北京菊红发小吃店,92110117MA01AM2T2C,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-30 09:15,京平城管024检2021010804,餐饮;餐馆,北京菊红发小吃店,本单位,个体工商户,北京菊红发小吃店,92110117MA01AM2T2C,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 09:05,京平城管010检2021010732,餐饮;餐馆,北京晶盼民俗餐厅,本单位,个体工商户,北京晶盼民俗餐厅,92110117MA015TRT3F,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-30 09:05,京平城管024检2021010803,餐饮;餐馆,北京晶盼民俗餐厅,本单位,个体工商户,北京晶盼民俗餐厅,92110117MA015TRT3F,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 09:05,京平城管010检2021010731,餐饮;餐馆,北京京州餐饮管理有限公司,本单位,个体工商户,北京京州餐饮管理有限公司,91110117MA01KKHW1T,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-30 09:05,京平城管024检2021010802,餐饮;餐馆,北京京州餐饮管理有限公司,本单位,个体工商户,北京京州餐饮管理有限公司,91110117MA01KKHW1T,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-30 08:55,京平城管010检2021010730,餐饮;餐馆,北京金艳欣餐饮有限公司,本单位,个体工商户,北京金艳欣餐饮有限公司,92110117MA00QPQF5F,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-30 08:55,京平城管024检2021010801,餐饮;餐馆,北京金艳欣餐饮有限公司,本单位,个体工商户,北京金艳欣餐饮有限公司,92110117MA00QPQF5F,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-30 08:45,京平城管010检2021010729,餐饮;餐馆,北京金诚科商贸有限公司,本单位,法人,北京金诚科商贸有限公司,92110117MA011LUF48,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-30 08:45,京平城管010检2021010728,餐饮;餐馆,北京金诚科商贸有限公司,本单位,法人,北京金诚科商贸有限公司,92110117MA011LUF48,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-30 08:45,京平城管024检2021010800,餐饮;餐馆,北京金诚科商贸有限公司,本单位,法人,北京金诚科商贸有限公司,92110117MA011LUF48,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-30 08:30,京平城管010检2021010727,餐饮;餐馆,北京家辉餐饮服务有限公司,本单位,法人,北京家辉餐饮服务有限公司,91110117MA01P4DD4G,中国北京市平谷区山东庄镇,专项检查,合格,"张惠明,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-30 08:30,京平城管024检2021010799,餐饮;餐馆,北京家辉餐饮服务有限公司,本单位,法人,北京家辉餐饮服务有限公司,91110117MA01P4DD4G,中国北京市平谷区山东庄镇,日常检查,合格,"张惠明,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:45,京平城管010检2021010726,餐饮;餐馆,北京梦豪小吃店,本单位,个体工商户,北京梦豪小吃店,92110117MA01A7E00A,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:45,京平城管024检2021010798,餐饮;餐馆,北京梦豪小吃店,本单位,个体工商户,北京梦豪小吃店,92110117MA01A7E00A,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:35,京平城管010检2021010725,餐饮;餐馆,北京知雨辰商贸有限公司,本单位,法人,北京知雨辰商贸有限公司,92110117MA00CKYP89,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:35,京平城管024检2021010797,餐饮;餐馆,北京知雨辰商贸有限公司,本单位,法人,北京知雨辰商贸有限公司,92110117MA00CKYP89,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:35,京平城管010检2021010724,餐饮;餐馆,北京郑学军民俗餐厅,本单位,个体工商户,北京郑学军民俗餐厅,92110117L23449241U,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:35,京平城管024检2021010796,餐饮;餐馆,北京郑学军民俗餐厅,本单位,个体工商户,北京郑学军民俗餐厅,92110117L23449241U,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:35,京平城管010检2021010723,餐饮;餐馆,北京彦俊小吃店,本单位,个体工商户,北京彦俊小吃店,92110117MA00FHP47K,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:35,京平城管024检2021010795,餐饮;餐馆,北京彦俊小吃店,本单位,个体工商户,北京彦俊小吃店,92110117MA00FHP47K,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:25,京平城管010检2021010722,餐饮;餐馆,北京汇和佳鑫餐厅,本单位,个体工商户,北京汇和佳鑫餐厅,92110117MA00DWQA20,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:25,京平城管024检2021010794,餐饮;餐馆,北京汇和佳鑫餐厅,本单位,个体工商户,北京汇和佳鑫餐厅,92110117MA00DWQA20,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:15,京平城管010检2021010721,餐饮;餐馆,北京峡谷吉祥饭庄心妍,本单位,个体工商户,北京峡谷吉祥饭庄,92110117L81983872L,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:15,京平城管024检2021010793,餐饮;餐馆,北京峡谷吉祥饭庄心妍,本单位,个体工商户,北京峡谷吉祥饭庄,92110117L81983872L,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 08:55,京平城管010检2021010720,餐饮;餐馆,北京香香小吃店,本单位,个体工商户,北京香香乐小吃店,92110117MA00FHPE94,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 08:55,京平城管024检2021010792,餐饮;餐馆,北京香香小吃店,本单位,个体工商户,北京香香乐小吃店,92110117MA00FHPE94,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 08:45,京平城管010检2021010719,餐饮;餐馆,北京爱可心小吃店,本单位,个体工商户,北京爱可心小吃店,92110117MA00B24834,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 08:45,京平城管024检2021010791,餐饮;餐馆,北京爱可心小吃店,本单位,个体工商户,北京爱可心小吃店,92110117MA00B24834,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 08:30,京平城管010检2021010718,企业;公司,北京同顺成食品有限公司,本单位,法人,北京同顺成食品有限公司,911101175620733320,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 08:30,京平城管024检2021010790,企业;公司,北京同顺成食品有限公司,本单位,法人,北京同顺成食品有限公司,911101175620733320,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 08:30,京平城管024检2021010789,企业;公司,北京同顺成食品有限公司,本单位,法人,北京同顺成食品有限公司,911101175620733320,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 15:20,京平城管010检2021010717,餐饮;餐馆,北京曹桂芹民俗旅店,本单位,个体工商户,北京曹桂芹民俗旅店,92110117MA00GNAN9E,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 15:20,京平城管024检2021010788,餐饮;餐馆,北京曹桂芹民俗旅店,本单位,个体工商户,北京曹桂芹民俗旅店,92110117MA00GNAN9E,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 15:00,京平城管010检2021010716,餐饮;餐馆,北京森林之家餐厅,本单位,个体工商户,北京森林之家餐厅,92110117L630997257,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 15:00,京平城管024检2021010787,餐饮;餐馆,北京森林之家餐厅,本单位,个体工商户,北京森林之家餐厅,92110117L630997257,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 14:30,京平城管010检2021010715,餐饮;餐馆,北京鱼子山福仙居民俗餐厅,本单位,个体工商户,北京鱼子山福仙居民俗餐厅,92110117MA00L7721J,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 14:30,京平城管024检2021010786,餐饮;餐馆,北京鱼子山福仙居民俗餐厅,本单位,个体工商户,北京鱼子山福仙居民俗餐厅,92110117MA00L7721J,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 14:20,京平城管010检2021010714,餐饮;餐馆,北京王秀芸民俗餐厅,本单位,个体工商户,北京王秀芸民俗餐厅,92110117MA00GAL3XT,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 14:20,京平城管024检2021010785,餐饮;餐馆,北京王秀芸民俗餐厅,本单位,个体工商户,北京王秀芸民俗餐厅,92110117MA00GAL3XT,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 14:10,京平城管010检2021010713,餐饮;餐馆,北京军美小吃店,业主单位,个体工商户,北京军美小吃店,110117604191751,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 14:10,京平城管024检2021010784,餐饮;餐馆,北京军美小吃店,业主单位,个体工商户,北京军美小吃店,110117604191751,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 14:00,京平城管010检2021010712,餐饮;餐馆,北京杏苑春餐饮有限公司,本单位,个体工商户,北京杏苑春餐饮有限公司,92110117MA016G9U7H,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 14:00,京平城管024检2021010783,餐饮;餐馆,北京杏苑春餐饮有限公司,本单位,个体工商户,北京杏苑春餐饮有限公司,92110117MA016G9U7H,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 11:20,京平城管010检2021010711,餐饮;餐馆,北京东岭铜锅涮肉坊,本单位,个体工商户,北京东岭铜锅涮肉坊,111111111111111,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 11:20,京平城管024检2021010782,餐饮;餐馆,北京东岭铜锅涮肉坊,本单位,个体工商户,北京东岭铜锅涮肉坊,111111111111111,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 10:55,京平城管010检2021010710,餐饮;餐馆,北京刘二伟面馆,本单位,个体工商户,北京刘二伟面馆,92110117MA00GHJ36T,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:55,京平城管024检2021010781,餐饮;餐馆,北京刘二伟面馆,本单位,个体工商户,北京刘二伟面馆,92110117MA00GHJ36T,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 10:35,京平城管010检2021010709,餐饮;餐馆,北京佳霖餐饮管理有限公司,本单位,个体工商户,北京佳霖餐饮管理有限公司,91110117357948005F,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:35,京平城管024检2021010780,餐饮;餐馆,北京佳霖餐饮管理有限公司,本单位,个体工商户,北京佳霖餐饮管理有限公司,91110117357948005F,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 10:25,京平城管010检2021010708,餐饮;餐馆,北京春鑫源民俗餐厅,本单位,个体工商户,北京春鑫源民俗餐厅,92110117MA016GTC7J,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:25,京平城管024检2021010779,餐饮;餐馆,北京春鑫源民俗餐厅,本单位,个体工商户,北京春鑫源民俗餐厅,92110117MA016GTC7J,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 10:15,京平城管010检2021010707,餐饮;餐馆,北京君惠源餐饮有限公司,本单位,法人,北京君惠源餐饮有限公司,92110117MA01CLUT98,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:15,京平城管024检2021010778,餐饮;餐馆,北京君惠源餐饮有限公司,本单位,法人,北京君惠源餐饮有限公司,92110117MA01CLUT98,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 10:05,京平城管010检2021010706,餐饮;餐馆,北京秋来小吃店,本单位,个体工商户,北京秋来小吃店,110117604239828,中国北京市平谷区东高村镇,专项检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:05,京平城管024检2021010777,餐饮;餐馆,北京秋来小吃店,本单位,个体工商户,北京秋来小吃店,110117604239828,中国北京市平谷区东高村镇,日常检查,合格,"任春芳,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 10:05,京平城管024检2021010776,餐饮;餐馆,北京秋来小吃店,本单位,个体工商户,北京秋来小吃店,110117604239828,中国北京市平谷区东高村镇,日常检查,合格,"任春芳,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:55,京平城管010检2021010705,餐饮;餐馆,北京王小忠民俗旅馆,本单位,个体工商户,北京王小忠民俗旅店,92110117L74540520R,中国北京市平谷区山东庄镇,专项检查,合格,"任春芳,张惠明,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:55,京平城管024检2021010775,餐饮;餐馆,北京王小忠民俗旅馆,本单位,个体工商户,北京王小忠民俗旅店,92110117L74540520R,中国北京市平谷区山东庄镇,日常检查,合格,"任春芳,张惠明,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:45,京平城管010检2021010704,餐饮;餐馆,北京常相会餐饮有限公司,本单位,法人,北京常相会餐饮有限公司,91110117MA008HB4XG,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:45,京平城管024检2021010774,餐饮;餐馆,北京常相会餐饮有限公司,本单位,法人,北京常相会餐饮有限公司,91110117MA008HB4XG,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:35,京平城管010检2021010703,餐饮;餐馆,北京旺湘园餐饮有限公司,本单位,法人,北京旺湘园餐饮有限公司,91110117MA01ERR77R,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:35,京平城管024检2021010773,餐饮;餐馆,北京旺湘园餐饮有限公司,本单位,法人,北京旺湘园餐饮有限公司,91110117MA01ERR77R,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:25,京平城管010检2021010702,购物;便利店,北京林音兴业商贸有限公司,本单位,法人,北京林音兴业商贸有限公司,92110117MA00TXPQ74,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:25,京平城管024检2021010772,购物;便利店,北京林音兴业商贸有限公司,本单位,法人,北京林音兴业商贸有限公司,92110117MA00TXPQ74,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:15,京平城管010检2021010701,餐饮;餐馆,北京金双惠民俗餐厅,本单位,个体工商户,北京金双惠民俗餐厅,92110117L138789230,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:15,京平城管024检2021010771,餐饮;餐馆,北京金双惠民俗餐厅,本单位,个体工商户,北京金双惠民俗餐厅,92110117L138789230,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 09:05,京平城管010检2021010700,餐饮;餐馆,北京定福居清真拉面馆,本单位,个体工商户,北京定福居清真拉面馆,92110117MA012UDP8P,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 09:05,京平城管024检2021010770,餐饮;餐馆,北京定福居清真拉面馆,本单位,个体工商户,北京定福居清真拉面馆,92110117MA012UDP8P,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-26 08:55,京平城管010检2021010699,餐饮;餐馆,北京耿德芳小吃店,本单位,个体工商户,北京耿德芳小吃店,92110117MA00A5CW34,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-26 08:55,京平城管024检2021010769,餐饮;餐馆,北京耿德芳小吃店,本单位,个体工商户,北京耿德芳小吃店,92110117MA00A5CW34,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-26 08:45,京平城管010检2021010698,餐饮;餐馆,北京艳红鑫晟商贸有限公司,本单位,个体工商户,北京艳红鑫晟商贸有限公司,92110117MA00QQGNXT,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-26 08:45,京平城管024检2021010768,餐饮;餐馆,北京艳红鑫晟商贸有限公司,本单位,个体工商户,北京艳红鑫晟商贸有限公司,92110117MA00QQGNXT,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-29 08:30,京平城管010检2021010697,餐饮;餐馆,北京盛福荣餐饮有限公司,本单位,法人,北京盛福荣餐饮有限公司,91110117584497582P,中国北京市平谷区东高村镇,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-03-29 08:30,京平城管024检2021010767,餐饮;餐馆,北京盛福荣餐饮有限公司,本单位,法人,北京盛福荣餐饮有限公司,91110117584497582P,中国北京市平谷区东高村镇,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-03-26 15:20,京平城管010检2021010696,餐饮;餐馆,北京食字路口小吃店,本单位,个体工商户,北京食字路口小吃店,92110117MA019CRD8B,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 15:20,京平城管024检2021010766,餐饮;餐馆,北京食字路口小吃店,本单位,个体工商户,北京食字路口小吃店,92110117MA019CRD8B,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 15:00,京平城管010检2021010695,餐饮;餐馆,北京葱鑫鲍于小吃店,本单位,个体工商户,北京葱鑫鲍于小吃店,92110117MA00B17A69,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 15:00,京平城管024检2021010765,餐饮;餐馆,北京葱鑫鲍于小吃店,本单位,个体工商户,北京葱鑫鲍于小吃店,92110117MA00B17A69,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 14:30,京平城管010检2021010694,餐饮;餐馆,北京晋鸿顺小吃店,本单位,个体工商户,北京晋鸿顺小吃店,92110117MA016GRL88,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 14:30,京平城管024检2021010764,餐饮;餐馆,北京晋鸿顺小吃店,本单位,个体工商户,北京晋鸿顺小吃店,92110117MA016GRL88,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 14:20,京平城管010检2021010693,餐饮;餐馆,北京福口园餐饮有限公司,本单位,法人,北京福口园餐饮有限公司,91110117MA00EU8L8M,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 14:20,京平城管024检2021010763,餐饮;餐馆,北京福口园餐饮有限公司,本单位,法人,北京福口园餐饮有限公司,91110117MA00EU8L8M,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 14:10,京平城管010检2021010692,餐饮;餐馆,北京玉杰大馅饺子馆,本单位,个体工商户,北京玉杰大陷饺子馆,92110117MA01CFH533,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 14:10,京平城管024检2021010762,餐饮;餐馆,北京玉杰大馅饺子馆,本单位,个体工商户,北京玉杰大陷饺子馆,92110117MA01CFH533,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 14:00,京平城管010检2021010691,餐饮;餐馆,北京伟涛吉祥小吃店,本单位,个体工商户,北京伟涛吉祥小吃店,92110117MA00F0LU8J,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 14:00,京平城管024检2021010761,餐饮;餐馆,北京伟涛吉祥小吃店,本单位,个体工商户,北京伟涛吉祥小吃店,92110117MA00F0LU8J,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 11:20,京平城管010检2021010690,餐饮;餐馆,北京周胜涛兴旺小吃店,本单位,个体工商户,北京周胜涛兴旺小吃店,92110117MA00DNRTXE,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 11:20,京平城管024检2021010760,餐饮;餐馆,北京周胜涛兴旺小吃店,本单位,个体工商户,北京周胜涛兴旺小吃店,92110117MA00DNRTXE,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,48.公共场所外语标识,2021-05-14 09:00,京平城管048检2021010010,旅游景点;风景区,北京丫髻山道教文化名胜区,经营管理单位,法人,北京丫髻山投资管理有限公司,91110117786885858F,刘家店镇北吉山村北吉山大街39号,日常检查,合格,"杜春秋,方志广",
平谷区,10.生活垃圾分类投放环节,2021-03-26 10:55,京平城管010检2021010689,餐饮;餐馆,北京瑞进蝎子李火锅有限公司,本单位,个体工商户,北京瑞进蝎子李火锅有限公司,911101173442487983,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-05-14 09:00,京平城管010检2021010688,旅游景点;风景区,北京丫髻山道教文化名胜区,经营管理单位,法人,北京丫髻山投资管理有限公司,91110117786885858F,刘家店镇北吉山村北吉山大街39号,专项检查,合格,"孙宇梅,杜春秋,王振",
平谷区,24.疫情防控常态化检查单,2021-03-26 10:55,京平城管024检2021010759,餐饮;餐馆,北京瑞进蝎子李火锅有限公司,本单位,个体工商户,北京瑞进蝎子李火锅有限公司,911101173442487983,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-05-14 09:00,京平城管024检2021010758,旅游景点;风景区,北京丫髻山道教文化名胜区,经营管理单位,法人,北京丫髻山投资管理有限公司,91110117786885858F,刘家店镇北吉山村北吉山大街39号,日常检查,合格,"孙宇梅,杜春秋,王振",
平谷区,10.生活垃圾分类投放环节,2021-03-26 10:35,京平城管010检2021010687,餐饮;餐馆,北京马鹍餐饮服务有限公司,本单位,法人,北京马鹍餐饮服务有限公司,91110117MA00EA2P8U,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
平谷区,24.疫情防控常态化检查单,2021-03-26 10:35,京平城管024检2021010757,餐饮;餐馆,北京马鹍餐饮服务有限公司,本单位,法人,北京马鹍餐饮服务有限公司,91110117MA00EA2P8U,中国北京市平谷区马坊镇,日常检查,合格,"方志广,刘元鹏",
平谷区,10.生活垃圾分类投放环节,2021-03-26 10:25,京平城管010检2021010686,餐饮;餐馆,北京鹤鹊楼小吃店,本单位,个体工商户,北京鹳鹊楼小吃店,92110117MA0155KC4A,中国北京市平谷区马坊镇,专项检查,合格,"方志广,刘元鹏",
