企业名称,统一社会信用代码,核准日期
北京炜研科技有限公司,91110118MACW43BWX6,2023-08-18
北京金星慧明科技有限公司,91110118MACWMYG37B,2023-08-24
北京密臻农业发展有限公司,91110118MACUWFTU1H,2023-09-01
北京霆坤科技有限公司,91110118MACTLM6M8A,2023-09-01
北京京志房地产经纪有限公司,91110118MACWYD930Q,2023-09-07
中时安对（北京）科技有限公司,91110118MACYBDXU05,2023-09-11
北京越顶科技发展有限公司,91110118MACY0DX05K,2023-09-12
北京海兰音视文化传媒有限公司,91110118MACYQJWD33,2023-09-14
北京优好材网络科技有限公司,91110118MACW44X35F,2023-08-18
北京阿狼汽车租赁有限公司,91110118MACTT3LJ0A,2023-08-18
北京厨邦厨房设备有限公司,91110118MACWJRA41C,2023-10-13
北京带梦康兴文化传播有限公司,91110118MACTLNAD2D,2023-09-01
北京彦盈科技有限公司,91110118MACTREBX0A,2023-09-04
北京亿典壹科技有限公司,91110118MACY03D19X,2023-09-12
北京壹上文化传媒有限公司,91110105MACXQJRN2T,2023-10-24
北京博学美艺瑜伽运动有限公司,91110118MACW6EWU8K,2023-09-14
华夏金谷（北京）科技有限公司,91110118MACTT55H8B,2023-08-18
华夏睿兴科技有限公司,91110118MACX6D4U8N,2023-09-06
北京温如顾酒店管理有限公司,91110106MACTNGHH1X,2023-09-01
北京噗可商贸有限公司,91110118MACWJMKW08,2023-08-29
北京品道网络科技有限公司,91110118MACWWER45U,2023-08-29
北京隆丝科技有限公司,91110118MACWBL1J70,2023-09-04
北京鹚雄商贸有限公司,91110118MACWBMG42E,2023-09-04
北京吉禾星聚文化传播有限公司,91110118MACWBMYUX9,2023-09-04
北京温馨万家物业管理有限公司,91110118MACWYD6230,2023-09-08
北京天岳嘉亿文化传媒有限公司,91110118MACY0B384N,2023-09-20
中时安民（北京）科技有限公司,91110118MACY0EC39R,2023-09-12
北京俊弛木业有限公司,91110118MACQFRGC8T,2023-08-04
北京文宜科技有限公司,91110118MACRDKGE5B,2023-08-18
中视广智（北京）文化传媒有限公司,91110118MACWANKD9X,2023-09-14
北京奥普商贸有限公司,91110118MACUWDA776,2023-08-29
北京国乐明欣商贸有限公司,91110118MACWWG7946,2023-08-29
内蒙古乐途国际旅行社有限责任公司北京密云分公司,91110118MACX8J7333,2023-09-01
北京中开达科技有限公司,91110118MACW70J66H,2023-09-01
北京中和商道企业管理有限公司,91110118MACUNC6K63,2023-09-04
北京玩诺科技有限公司,91110118MACUNEGNXL,2023-09-04
中安华航科技发展（北京）有限公司,91110118MACWR1972M,2023-11-13
北京友财科技有限公司,91110118MACW6EGQ3W,2023-09-14
北京凯拓牧科技有限公司,91110118MACTT45H5T,2023-08-18
北京鸿川达汽车服务有限公司,91110118MACUKULB0W,2023-08-18
北京具旭科技有限公司,91110118MACW5YER8X,2023-09-06
北京萌匠科技有限公司,91110118MACY9G0D94,2023-09-14
北京城倩商贸有限公司,91110118MACUWD68XL,2023-08-29
北京芒尼康通讯科技有限公司,91110118MACUD12P7E,2023-09-07
北京信佳东宝科技有限公司,91110118MACWYDC56E,2023-09-07
北京云溪颐和建设工程有限公司,91110118MACX82BWXG,2023-09-11
北京朝乾坤文化服务有限公司,91110118MACX83WX4U,2023-09-11
北京存安科技有限公司,91110118MACUN2DF22,2023-09-12
北京兴宏顺通商贸有限公司,91110118MACUPJG739,2023-09-12
北京奕鑫腾达公路养护科技有限公司,91110118MACYQL6A94,2023-09-14
北京林语物业管理有限公司,91110118MACXLXDD2Q,2023-09-14
北京鑫新思源商贸有限公司,91110118MACY9HBM5M,2023-09-14
立润（北京）建筑有限公司,91110118MACT9N6138,2023-07-31
北京福印昇科技有限公司,91110118MACX8JY271,2023-09-01
北京明睿达建筑装饰工程有限公司,91110118MACUD1AC1X,2023-09-07
华夏辉煌建设有限公司,91110118MACWG80R8L,2023-09-08
北京华源地质环境工程有限责任公司密云分公司,91110118MACY044P0W,2023-09-12
兴盛安龙（北京）商贸有限公司,91110118MACUPHDL3E,2023-09-12
兴圣明安（北京）商贸有限公司,91110118MACW6DPY3K,2023-09-14
北京宠爱之名科技有限公司,91110118MACY9GYGXF,2023-09-14
北京芳鑫阳美商贸有限公司,91110118MACTH0HL8Q,2023-08-04
北京达吾阿力贸易有限公司,91110118MACUT4T85B,2023-08-24
北京矩创未来科技有限公司,91110118MACUT6EF2K,2023-08-24
兴时安娱（北京）科技有限公司,91110118MACX1TJ98T,2023-09-01
北京麦甜时光餐饮管理有限公司,91110118MACW6MXHXJ,2023-09-01
中创智通（北京）科技有限公司,91110118MACXDPK48J,2023-09-04
北京先遣医学科技有限公司,91110118MACWBKB297,2023-09-04
北京璐潮阳文化传媒有限公司,91110118MACWY7651H,2023-09-07
北京利得五金工具有限公司,91110118MACWY7715F,2023-09-07
北京澳古特汽车销售服务有限公司,91110118MACWG7530A,2023-09-08
华龙安丰（北京）商贸有限公司,91110118MACXQ8FT52,2023-09-12
北京兴盛泽祥建筑材料有限公司,91110118MACXQJYRXQ,2023-09-12
北京闰泽信息咨询有限公司,91110118MACQFREE1U,2023-08-04
北京人脉永丰科技有限公司,91110118MACUUJJW4C,2023-08-22
中盈对安（北京）商贸有限公司,91110118MACU6KBDX7,2023-08-22
北京问界国际贸易有限公司,91110118MACQRDJ9XT,2023-11-01
北京氿昊科技有限公司,91110118MACTBX8B69,2023-08-29
国标鹏展（北京）科技有限公司,91110118MACWY7ET9D,2023-09-07
华悦安丰（北京）商贸有限公司,91110118MACUKXG07Y,2023-08-18
北京洁而净保洁服务有限公司,91110118MACUJ55PX7,2023-08-22
北京文创顺通商贸有限公司,91110118MACXMLMX6R,2023-09-14
中创启信（北京）科技有限公司,91110118MACTPQ8E8B,2023-08-24
北京天奇尼莫科技有限公司,91110118MACW6JH350,2023-09-01
中翰沃创（北京）科技有限公司,91110118MACWBJ5R20,2023-09-04
北京子正科技有限责任公司,91110118MACUND6C3R,2023-09-04
北京甄月科技有限公司,91110118MACUCUWM74,2023-09-07
北京芸溪民俗客栈有限公司,91110118MACY0C2T2L,2023-09-12
北京惠安家物业管理有限公司,91110118MACRDJK89B,2023-08-18
北京园竹清风科技有限公司,91110118MACW46Q44F,2023-08-18
北京秋至企业管理合伙企业（有限合伙）,91110118MACUJ32P5D,2023-08-22
北京新亮点农业科技有限公司,91110118MACX6EDK6J,2023-09-06
兴升高平（北京）科技有限公司,91110118MACWBJQ05B,2023-09-04
北京早吉家政服务有限公司,91110118MACW2D4T71,2023-09-14
北京枝盈商务有限公司,91110118MACW442K7W,2023-08-18
华悦安乐（北京）商贸有限公司,91110118MACUJ43D63,2023-08-22
天下椿萱家政服务（北京）有限公司,91110118MACY9HY1X7,2023-10-13
北京文康泰坦科技有限公司,91110118MACTPR6894,2023-08-24
北京亿途酒店管理有限公司,91110118MACX8KRM9M,2023-09-01
北京恒旭源新能源科技有限公司,91110118MACX1XX124,2023-09-01
兴盛安发（北京）建筑工程有限公司,91110118MACXDQD38N,2023-09-04
兴时乐品（北京）商贸有限公司,91110118MACUNCLC6B,2023-09-04
北京动态维度科技有限公司,91110118MACXJQXH24,2023-09-07
北京辉煌利程能源科技服务有限公司,91110118MACUENB99Q,2023-09-08
中时乐平（北京）商贸有限公司,91110118MACYRA6L4E,2023-09-14
北京阳洋新创商贸有限公司,91110118MACUKU7523,2023-08-18
北京大耳大科技有限公司,91110118MACUUK6X2A,2023-08-22
北京千禧明远商贸有限公司,91110118MACUAKUD2D,2023-09-06
北京领胜创展管理咨询有限公司,91110118MACW600M0G,2023-09-06
北京尚德汇商贸有限公司,91110118MACQ49JP4C,2023-07-31
北京潮心科技有限公司,91110118MACQ49K226,2023-07-31
北京满江科技信息咨询有限公司,91110118MACWYBMH23,2023-09-07
旨酒嘉肴（北京）餐饮管理有限公司,91110114MACUEP174U,2023-09-27
北京沐久堂中医养生健康科技有限责任公司,91110118MACXMMKX6M,2023-09-14
北京冀北通达建筑工程有限公司,91110118MACUUK0A61,2023-08-22
华景林（北京）科技有限公司,91110118MACU6LYH1P,2023-08-22
北京米有裕科技有限公司,91110118MACQ47DU1C,2023-07-31
北京隆雅科技有限公司,91110118MACUWDTK44,2023-08-29
北京九邑熊喵来了餐饮管理有限公司,91110118MACUWF7C4F,2023-08-29
北京麒枫时酒店管理有限公司,91110118MACWBK3T9J,2023-09-22
北京利民通达装饰装潢有限公司,91110118MACWY9N47C,2023-09-07
北京若澄商贸有限公司,91110118MACX434L6H,2023-09-08
北京洁睿升商贸有限公司,91110118MACYBA4P73,2023-09-11
北京欣恒丰物业服务有限公司,91110118MACW6DNY0L,2023-11-10
北京润信腾达商贸有限公司,91110118MACW45F68K,2023-08-18
北京懿齐文化传播有限公司,91110118MACY9J3D6A,2023-09-14
北京科汇智选管理咨询有限公司,91110118MACTPQWP0D,2023-08-24
北京原农贸易有限责任公司,91110118MACWBJ4487,2023-09-04
北京辰星兴程国际贸易有限公司,91110118MACTRG903Q,2023-09-04
北京德诺康帮健康科技发展有限公司,91110118MACTRF9Y93,2023-09-04
京检兴亚（北京）科技有限公司,91110118MACUNCUX5H,2023-09-04
上海慧之云人力资源有限公司北京分公司,91110118MACX81BQ84,2023-09-11
中时阳天（北京）商贸有限公司,91110118MACXM2L91X,2023-09-14
地球表面（北京）体育发展有限公司,91110118MACQFR6N40,2023-08-04
中笃元基（北京）建筑有限公司,91110118MACU16RL1J,2023-08-04
北京鸿昌中汇商贸有限公司,91110118MACUKUMR8R,2023-08-22
北京安东晟达信息科技有限公司,91110118MACUUEUM9T,2023-08-22
中梦品丰（北京）文化传媒有限公司,91110118MACW60GJ81,2023-09-06
北京尚勤荣煜商贸有限公司,91110118MACXMHMM5Q,2023-09-14
北京薇尔盛世医疗美容技术有限公司,91110118MACRDHMR18,2023-08-18
北京联科智能科技有限公司,91110118MACUT52G16,2023-08-24
北京佳兴益租赁机械设备有限公司,91110118MACWBHT17N,2023-09-04
北京紫茅酒业有限公司,91110118MACYBA103X,2023-09-11
中达和企业管理咨询（北京）有限公司,91110118MACUK93Y7K,2023-09-11
鲁润建设有限公司,91110118MACWR03P9J,2023-09-11
北京图熹美育文化发展有限公司,91110118MACTGYLRX1,2023-08-04
北京维禾科技有限公司,91110118MACUUJ394K,2023-08-22
北京创新丝路国际文化中心,91110118MACUAGT768,2023-09-06
文泽互动（北京）商务咨询服务有限公司,91110118MACTPR1E6L,2023-08-24
佳禾（北京）清洁有限公司,91110118MACUN9U82W,2023-09-04
北京雪韵丰科贸有限公司,91110118MACX833343,2023-09-11
北京中科三瑞科技有限公司,91110118MACWUFQ91E,2023-09-12
强辉（北京）建设工程有限公司,91110118MACW6C7R9Y,2023-09-14
北京诚捷通科技有限公司,91110118MACYQM8379,2023-09-14
北京感光映像文化传媒有限公司,91110118MACXLXHU7D,2023-09-14
北京三石山水商贸有限公司,91110118MACY9L7U6X,2023-09-14
中盈盛来（北京）科技有限公司,91110118MACUKTK1XF,2023-08-18
北京中北惠生科技有限公司,91110118MACXNLD558,2023-09-06
梅方建设（北京）有限公司,91110118MACXNLN59P,2023-09-06
兴龙安好（北京）科技有限公司,91110118MACXYC9R5A,2023-09-19
北京嘉苑科技有限公司,91110118MACRNB6J29,2023-08-22
北京得仁产业发展咨询有限公司,91110118MACTX80P1C,2023-08-25
北京你我同行汽车租赁有限公司,91110118MACUFEDA07,2023-08-25
中青国达（北京）有限公司,91110118MACYUCWE43,2023-09-18
中沃泰丰科技（北京）有限公司,91110118MACXWFMY2G,2023-09-18
北京亚德昌顺建设发展有限公司,91110118MACU2GUNXN,2023-08-08
中飞国达医疗科技（北京）有限公司,91110118MACUGP722U,2023-08-10
北京广源商务服务有限公司,91110118MACXNMP38F,2023-09-06
北京红利无忧商贸有限公司,91110118MACY557999,2023-09-16
北京易慧达商贸有限公司,91110118MACXWBHB16,2023-09-18
北京滂业科技有限公司,91110118MACWT4LF3W,2023-09-19
北京佐菱科技有限公司,91110118MAD079JG5P,2023-09-19
北京中企德润电子商务有限公司,91110118MACU2ULF5W,2023-09-04
中时和安（北京）科技有限公司,91110118MACUEDGJ51,2023-09-08
北京海亚千寻茶业有限公司,91110118MACT650600,2023-08-28
北京和盛宏耀市政工程有限公司,91110118MACUQ6PH29,2023-09-12
谈个恋爱（北京）文化传媒有限公司,91110118MACWL5PG61,2023-09-18
北京邯海科技有限公司,91110118MACXW9UF1L,2023-09-18
中荣进（北京）科技有限公司,91110118MACWT4MB7T,2023-09-19
北京启示录咨询有限公司,91110118MACXY3221D,2023-09-19
中时安瑞（北京）科技有限公司,91110118MACY6YDLX1,2023-09-18
北京万观天瑞科技有限公司,91110118MACXQ2T6XT,2023-09-15
北京云果云蔬农业发展有限公司,91110118MACU2G5P7N,2023-08-08
北京顺艺信息技术咨询有限公司,91110118MACUFK723A,2023-08-25
北京金喜咨询服务有限公司,91110118MACY7EJ581,2023-09-18
北京万象声景文化创意中心（普通合伙）,91110118MACXFCXR4L,2023-09-19
北京智津科技有限公司,91110118MACXFNPC01,2023-09-19
北京天霖美佳瑜珈文化传播有限公司,91110118MACU2QA01J,2023-09-04
中梦安和（北京）建筑工程有限公司,91110118MACXW8X21B,2023-09-18
华筑世纪（北京）建设有限公司,91110118MACXUPBX0J,2023-09-18
北京盛科伟业建筑工程有限公司,91110118MACXUT6Q2W,2023-09-18
北京庭韵建筑工程有限公司,91110118MACUA7TE9P,2023-09-06
北京宁瑀科技有限公司,91110118MACU6R4M82,2023-08-22
北京鸿富华展商贸有限公司,91110118MACW04FG5E,2023-08-21
北京率芯微电子科技有限公司,91110118MACYUB2C46,2023-09-18
北京涣清科技有限公司,91110118MACXWC348C,2023-09-18
兴圣明和（北京）科技有限公司,91110118MACXWE2UXX,2023-09-18
北京悦养天地国际健康科技有限责任公司,91110118MACYUGMQX0,2023-09-18
中安建业（北京）能源有限公司,91110118MACXYAMD8W,2023-09-19
华夏臻选茶业有限公司,91110118MACX658Q9K,2023-09-06
北京玥宥科技有限公司,91110118MACRNBJJ5N,2023-08-22
北京瑞斯源医药科技有限公司,91110118MACRNB80XM,2023-08-22
北京密云焕电科技有限公司,91110118MACT5N70XE,2023-08-17
北京丹岚科技有限公司,91110118MACTX98193,2023-08-25
华瑞在线（北京）文化有限公司,91110118MACXW8689P,2023-09-28
北京煜城铭装饰工程有限公司,91110118MACXFHUY6Q,2023-09-19
北京江海河科技有限公司,91110118MAD07ACY0U,2023-09-19
北京和普科技产业有限公司,91110118MACR6EPQ66,2023-08-15
北京枫林不晚科技有限公司,91110118MACYUJ7N8U,2023-09-18
妙悦（北京）商贸有限公司,91110118MACX658R7E,2023-09-06
中安建业（北京）国际贸易有限公司,91110118MAD07HUB6J,2023-09-19
北京医通杏林科技有限公司,91110118MACW8AGF36,2023-08-25
园也（北京）园艺有限公司,91110118MACUP8EK7E,2023-09-04
北京鑫达沃斯商贸有限公司,91110118MACWTA0037,2023-09-19
北京鑫诚安科技发展有限公司,91110118MACXY3QF0L,2023-09-19
北京精骑代步商贸有限公司,91110118MACXFF0L3D,2023-09-19
国腾君越（北京）建筑工程有限公司,91110118MACRD3YQ15,2023-08-08
北京中科国信物业管理有限公司,91110118MACQMUXM4E,2023-08-08
北京大丘电源技术有限公司,91110118MACU51YR35,2023-08-17
京龙跃（北京）科技有限公司,91110118MACXDFAQ77,2023-09-08
北京万合弘景科技有限公司,91110118MACW3J9J97,2023-08-28
芸琪云企（北京）科技发展有限公司,91110118MACXFK1K55,2023-11-08
北京京韵酒业有限公司,91110118MACXY91J0G,2023-09-19
北京宏淼创拓科技有限公司,91371402MACMGF4R38,2023-09-19
北京众合智成科技有限公司,91110118MACUB3338H,2023-08-15
北京夕山酒店管理有限公司,91110118MACYUKAA38,2023-10-12
北京同盛皓洁环境服务有限公司,91110118MACWT7X212,2023-09-19
华创时代供应链有限公司,91110118MACWB8D7X6,2023-09-15
北京郡威豪斯科技有限公司,91110118MACUA8L658,2023-09-06
天长市盛林水电建设有限公司北京分公司,91110118MACUUPH81W,2023-08-30
北京仲珩科技有限公司,91110118MACU6RG47H,2023-08-22
北京燕斯隆商贸有限公司,91110118MACRJ49T21,2023-08-21
北京尚品居商贸有限公司,91110118MACXW8NQ4K,2023-09-18
北京星艺辉科技有限公司,91110118MACYUAUD8A,2023-09-18
北京明朗佳程广告有限公司,91110118MACWHLRR08,2023-09-18
北京博时思锐营销策划有限公司,91110118MACWL8W91C,2023-09-18
北京星云宗科技有限公司,91110118MACWL7NP2L,2023-09-18
华央中绗（北京）建筑工程有限公司,91110118MACWT8AU7R,2023-09-19
北京通成达水务建设有限公司北京密云分公司,91110118MACYL2CU1X,2023-09-15
北京盛世泽信能源有限公司,91110118MACWDB156X,2023-09-04
北京溟含文化传媒有限公司,91110118MACXFKJG7Q,2023-09-19
中元鼎盛（北京）科技有限公司,91110118MACYUE1K14,2023-09-18
兴升安来（北京）文化传媒有限公司,91110118MACWT8P07P,2023-09-19
中科辉睿（北京）科技有限公司,91110118MACYL0YT8A,2023-09-15
北京万融中邦科技有限公司,91110111MACXRJGC8D,2023-11-08
北京云里雾里餐饮有限公司,91110118MACTQXPB63,2023-08-08
北京和信联动科技有限公司,91110118MAD07JJ449,2023-09-19
北京国乐和丰科技有限公司,91110118MACU2TC297,2023-09-04
北京伯鑫建筑有限公司,91110118MACWDB1G69,2023-09-04
北京创润财盛新能科技中心（有限合伙）,91110118MACXEKKY5Y,2023-09-04
北京科电腾飞技术有限公司,91110118MACUQ7N70A,2023-09-12
北京企友丰科技有限公司,91110118MACY7F1M5Y,2023-09-18
北京鑫博格文化体育有限公司,91110118MACWTCHD3K,2023-09-19
北京润银汇泓信用管理有限公司,91110118MACXR4F456,2023-09-12
北京新艺达运输服务有限公司,91110118MACWT5A97H,2023-09-19
北京研城咨询有限公司,91110118MACXY4L84A,2023-09-19
北京亿同创业企业管理有限公司,91110118MACYTQHT40,2023-09-18
国轩锦奕（北京）建筑工程有限公司,91110118MACRD3QX8X,2023-08-08
北京市华捷创意展览展示有限公司,91110118MACW5L3B13,2023-09-06
虞美人医院管理（成都）有限公司北京分公司,91110118MACRNBUBXW,2023-08-22
震恒科技股份有限公司北京分公司,91110118MACXR5FH4P,2023-09-12
北京吉新成商贸有限公司,91110118MACXFERR13,2023-09-19
北京厚德堂国医有限公司,91110118MACY6T9H89,2023-09-18
北京讯海万恒科技有限公司,91110118MACXUNH2XB,2023-09-18
北京千川科技有限公司,91110118MACWT9P34Q,2023-09-19
北京中海豪行汽车服务有限公司,91110118MACXEHMF49,2023-09-04
中安乐拍（北京）科技有限公司,91110118MACUP95RXW,2023-09-04
北京国盛可安科贸有限公司,91110118MACWNRNX3F,2023-08-28
兴升月安（北京）文化传媒有限公司,91110118MACU2G4N4N,2023-08-08
北京爱晓商贸有限公司,91110118MACR19Q5XL,2023-08-30
中都嘉业建筑材料（北京）有限公司,91110118MACXNMMD0M,2023-09-06
北京励文气体科技有限公司,91110118MACUA8UA54,2023-09-06
北京丘禾科技有限公司,91110118MACUJAA35Q,2023-08-22
中盈乐发（北京）文化传媒有限公司,91110118MACT5NDX8D,2023-08-17
北京益源管理咨询有限公司,91110118MACT4JE321,2023-10-20
北京晓风文化传媒有限公司,91110118MACWNPGE8Y,2023-08-28
北京阳明传瑞堂信息有限公司,91110118MACXDFRH1J,2023-09-08
南方之星文化有限公司,91110118MACUQ76Q8R,2023-09-12
华伟安来（北京）建筑工程有限公司,91110118MACWL3844T,2023-09-18
北京泽众未央时尚科技有限公司,91110118MAD079YP40,2023-09-19
七彩蓝田（北京）商贸有限公司,91110118MACWHK152A,2023-09-18
国诚清洁（北京）有限公司,91110118MACYTUP76A,2023-09-18
中梦安丰（北京）建筑工程有限公司,91110118MACXYA3946,2023-09-19
北京大冬瓜传媒有限公司,91110118MACQMUHW4H,2023-09-07
北京四石文化传媒有限公司,91110118MACRHC7C16,2023-08-09
北京旭日兴业建设有限公司,91110118MACU62WC6L,2023-08-09
北京鑫海辰汽车服务有限公司,91110118MACPK7755H,2023-07-05
北京天发青奇农业科技有限公司,91110118MACTH6DFX9,2023-08-04
北京双宇兴旺农产品专业合作社,93110118MACQK0L80Q,2023-08-07
北京万睿佰盛建筑有限公司,91110118MACRFC059G,2023-08-09
北京嘉随信息咨询有限公司,91110118MACR06GF4N,2023-08-09
北京坤裂新能源科技有限公司,91110118MACQWY7X4M,2023-07-18
中基全健（北京）科技有限公司,91110118MACRPRDP0W,2023-08-25
北京瓴蓝科技有限公司,91110118MACR0A6K2Q,2023-08-09
北京辰星浩瀚科技有限公司,91110118MACPWGYA89,2023-07-27
北京志远亿通商贸有限公司,91110118MACQFM223L,2023-08-04
北京荣硕晋苍信息咨询有限公司,91110118MACTH5642B,2023-08-04
立名轩（北京）文化咨询有限公司,91110118MACRQE3P72,2023-08-04
中福（北京）新材料有限公司,91110118MACU6718XJ,2023-08-09
道壹智能科技（北京）有限公司,91110118MACRHF5E3Q,2023-10-18
北京云鼎品尚酒店管理有限公司,91110118MACTQBXR8P,2023-08-28
北京兴启商贸有限公司,91110118MACR03JU85,2023-08-09
北京玖玖诚鑫信息咨询服务有限公司,91110118MACQN5QE1A,2023-08-09
北京伍态商贸有限公司,91110118MACT35GL9X,2023-07-27
北京承美华恩广告有限公司,91110118MACU5XKHX9,2023-08-09
北京嘉盈荣和科技有限公司,91110118MACPD08A5B,2023-06-30
北京守鑫博通科技有限公司,91110118MACU0YF637,2023-08-04
北京吨吨放心购商贸有限公司,91110118MACRQ55517,2023-08-04
北京中宏信合建设工程有限公司,91110118MACU5P2N2Y,2023-08-09
北京盈岳科技有限公司,91110118MACTQGD89J,2023-08-08
北京安音科技有限公司,91110118MACP55CW0B,2023-07-05
云创联（北京）文化交流有限公司,91110118MACQ5YGK8Q,2023-08-01
北京君行天下汽车租赁有限公司,91110118MACRHWGX5T,2023-08-22
北京纽贸国际贸易有限公司,91110118MACR0BLP1G,2023-08-09
北京川蓉建设有限公司,91110108MACTQC3170,2023-10-30
中视百鸣（北京）文化传媒有限公司,91110118MACQK2QB2D,2023-08-07
北京晏凌餐饮管理有限公司,91110118MACNPYG355,2023-07-05
北京精优新创技术咨询服务有限公司,91110118MACP57NQ74,2023-07-05
北京市日头地科技有限公司,91110118MACQPGM37P,2023-07-19
北京好运延生环保科技有限公司,91110118MACR03GY17,2023-08-09
北京易辰咨询服务有限公司,91110118MACRHCDE6R,2023-08-09
北京壹陆陆捌信息科技有限公司,91110118MACRGG5G7N,2023-08-01
北京良途时代科技有限公司,91110118MACQG10G3Y,2023-08-04
矾根初心（北京）民宿有限公司,91110118MACRQH4E1H,2023-08-04
可可心影业（北京）有限公司,91110118MACU689P23,2023-08-24
北京泽炜物业管理有限公司,91110118MACU21PA0D,2023-08-08
北京和美珍颜商贸有限公司,91110118MACQMD868Y,2023-08-08
北京玉鼎星裕建筑工程有限公司,91110118MACR03HG0B,2023-08-09
世安慧科（北京）科技有限责任公司,91110118MACU638T5M,2023-08-09
北京擎天劳务咨询服务有限公司,91110118MACU1APE21,2023-08-04
国发泰同（北京）企业管理有限公司,91110118MACQ5YWKXX,2023-10-07
北京盖里斯科技有限公司,91110118MACQ72508U,2023-08-01
起腾信息技术（北京）有限公司,91110118MACM8X1844,2023-07-21
北京政琪皓餐饮管理有限公司,91110118MACRCMAQ5A,2023-08-08
北京四爱思企业管理有限公司,91110118MACRHCPJ3D,2023-08-09
北京新知好友科技有限公司,91110118MACRHX7B0W,2023-08-09
北京程运祥和汽车租赁有限公司,91110118MACRCLXX67,2023-08-08
北京荟隆科技有限公司,91110118MACRQ24D27,2023-08-04
北京恒利聚科技有限公司,91110118MACRHCWW47,2023-08-09
北京陆伟凡星商贸有限公司,91110118MACTH49Y46,2023-08-04
珺韬商贸（北京）有限责任公司,91110118MACRQNDW2A,2023-08-14
北京诚意心选家政有限公司,91110118MACPWH4Y6B,2023-07-27
中润金烁（北京）建筑工程有限公司,91110118MACU1Y6X2G,2023-08-24
北京密云昕呈汇锦企业咨询中心（有限合伙）,91110118MACTQFLH0G,2023-08-08
北京誉泽商贸有限公司,91110118MACPJ5CA73,2023-07-05
北京思睿宏图商贸有限公司,91110118MACQFYP22R,2023-08-04
北京鼎香阁中医院（普通合伙）,91110118MACR40LQ11,2023-07-27
北京龙驰货运代理有限公司,91110118MACRHMG83C,2023-08-09
北京裕耘科贸有限公司,91110118MACRHMGK1H,2023-08-09
北京强伟腾飞物业服务评估监理有限公司,91110118MACU5NU66H,2023-08-09
汉尔姆建筑科技有限公司北京分公司,91110118MACQU29K2E,2023-08-09
北京冠码商贸有限公司,91110118MACNPH5H31,2023-07-13
新大正物业集团股份有限公司北京第二分公司,91110118MACR08E200,2023-08-09
北京坤彦房地产经纪有限公司,91110118MACQ60CR2L,2023-08-01
北京嘉奇欣诚科技有限公司,91110118MACU1BQD30,2023-08-04
北京木喆医疗器械有限公司,91110118MACTP1J724,2023-10-19
北京景宏正兴建设有限公司,91110118MACU5X1K3L,2023-08-09
新邦科技股份有限公司,91110114MACPD0061K,2023-09-08
北京中晟斯沃装饰设计有限公司,91110118MACQN63R4Y,2023-08-09
北京茗元祥茶叶销售有限公司,91110118MACUFX4A50,2023-08-14
北京倩达方宇商贸有限公司,91110118MACPK8GL6E,2023-07-05
北京槿作舟文化传播有限公司,91110118MACRQQFU7J,2023-08-11
北京市宏达元通商贸有限公司,91110118MACU61J10N,2023-08-09
北京密鑫农业发展有限公司第九十五分公司,91110118MACU62AF0Y,2023-09-01
北京恺实品牌管理有限公司,91110118MACR041J6C,2023-08-09
北京优艾信诚咨询服务有限公司,91110118MACR05832F,2023-08-10
北京鑫享科技合伙企业（有限合伙）,91110118MACNQ0C59U,2023-07-05
北京金兰亭财税服务有限公司,91110118MACRQFPEXM,2023-08-04
北京博仁康美科技发展有限公司,91110118MACRQF5D41,2023-08-04
华汇容诚企业管理咨询（北京）有限公司,91110118MACR41G85D,2023-07-27
北京京驿汽车租赁有限公司,91110118MACRHR35XW,2023-08-09
新大正物业集团股份有限公司北京第三分公司,91110118MACRHQ9045,2023-08-09
新大正物业集团股份有限公司北京第一分公司,91110118MACTUHBEXR,2023-08-09
北京皓翔翔商贸有限公司,91110118MACR03XL3W,2023-08-09
北京泰诚昌信建设发展有限公司,91110118MACR041D7A,2023-08-09
北京清风远致税务服务有限公司,91110118MACRHN0L0U,2023-08-09
北京宁建建筑工程有限公司,91110118MACR3H620T,2023-08-14
北京中和丰润能源有限公司,91110118MACQYYWUXP,2023-08-09
北京文武雪锦环保科技有限公司,91110118MACPD0TE19,2023-06-30
北京绿谷达康科技有限责任公司,91110118MACTQCHB8C,2023-08-08
北京达晟天启科技有限公司,91110118MACT74FN8Y,2023-08-10
北京金博远晟科技有限公司,91110118MACP7E5L1Y,2023-07-21
北京正鑫达建材有限公司,91110118MACQ5F473C,2023-07-21
垒实（北京）建设工程有限公司,91110118MACTCJNRXN,2023-08-03
北京居格门窗有限公司,91110118MACRQAC17H,2023-08-04
北京中冀智安建筑工程有限公司,91110118MACP0QU2X2,2023-07-08
北京顺发盛世农业发展有限公司,91110118MACTL1FY60,2023-08-15
北京金泰玉龙建筑工程有限公司,91110118MACQ6MA25J,2023-07-19
北京中科新测人才测评技术中心,91110118MACP1EG90G,2023-08-29
北京信宇文化传媒有限公司,91110118MACQM3158X,2023-07-28
北京鼎源伟业科技有限公司,91110118MACQ12X891,2023-07-28
北京根尼自动化技术有限公司,91110118MACUG15WX0,2023-08-10
北京恒瑞杰科技有限公司,91110118MACR61EJ3M,2023-08-14
北京轩煜商贸有限公司,91110105MACUG4E46X,2023-11-03
北京云闻科技有限公司,91110118MACNMU3N96,2023-07-13
北京通力安捷电梯有限公司,91110118MACWPKQK8C,2023-08-16
